,Source,URL,Sents_Leicht,Sents_Standard,sents_leicht,sents_standard
1168,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10062021,nils2604.html",,,,Dänemark hat auch andere Corona-Regeln gelockert.
1169,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10062021,nils2604.html",,,,"Wenn Menschen aus Deutschland nach Dänemark reisen wollen, müssen sie nicht länger in Quarantäne."
1170,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10062021,nils2604.html",,,,Allerdings müssen diese Menschen immer noch einen Corona-Test machen.
1171,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10062022,nils2974.html",,,In Hannover ist am Wochenende ein großes Fest.Dieses Fest ist am Maschsee.Der Maschsee ist ein See in Hannover.Und dieses Fest ist der Tag der Niedersachsen.Bei dem Tag der Niedersachsen feiern die Menschen das Bundes·land Niedersachsen.Es ist nämlich im vergangenen Jahr 75 Jahre alt geworden.Die Veranstalter von dem Fest haben gesagt:Das Fest startet am Freitag·nachmittag.Und es endet am Sonntag.Zu dem Fest kommen wahrscheinlich 400.000 Menschen.Und 250 Aussteller.Austeller sind zum Beispiel Firmen.Sie zeigen zum Beispiel Produkte aus der Region.Die Veranstalter haben auch gesagt:Auf dem Fest sind viele Veranstaltungen.Auf dem Fest sind zum Beispiel 7 Bühnen.Auf diesen 7 Bühnen treten viele verschiedene Künstler auf.Am Freitag tritt zum Beispiel Max Mutzke auf.Max Mutzke ist ein bekannter Sänger.,"Am Wochenende findet in Hannover ein großes Fest statt, das am Maschsee stattfindet. Der Maschsee ist ein See in Hannover. Das Fest wird Tag der Niedersachsen genannt und dient dazu, das Bundesland Niedersachsen zu feiern, das im vergangenen Jahr seinen 75. Geburtstag hatte. Die Veranstalter haben angekündigt, dass das Fest am Freitagnachmittag beginnt und bis Sonntag dauert."
1172,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10062022,nils2974.html",,,,Es werden voraussichtlich 400.000 Menschen und 250 Aussteller kommen.
1173,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10062022,nils2974.html",,,,"Als Aussteller treten Unternehmen auf, die zum Beispiel Produkte aus der Region präsentieren."
1174,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10062022,nils2974.html",,,,"Die Veranstalter haben auch darauf hingewiesen, dass es während des Festes viele Veranstaltungen geben wird."
1175,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10062022,nils2974.html",,,,"Auf den sieben Bühnen treten verschiedene Künstler auf, darunter am Freitag zum Beispiel der bekannte Sänger Max Mutzke."
1176,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072019,nils1720.html",,,,"Der Bürgermeister von Hamburg, Peter Tschentscher, hat kürzlich seine Pläne vorgestellt."
1177,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072019,nils1720.html",,,,Eine dieser Pläne beinhaltet den Bau einer neuen S-Bahn-Strecke im Westen der Stadt.
1178,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072019,nils1720.html",,,Peter Tschentscher hat Pläne vorgestellt.Peter Tschentscher ist der Bürgermeister von Hamburg.Ein Bürgermeister ist der Chef von einer Stadt.Peter Tschentscher hat gesagt:Wir wollen eine neue S-Bahn-Strecke in Hamburg bauen.Diese neue S-Bahn-Strecke soll im Westen von Hamburg sein.Auf der neuen S-Bahn-Strecke sollen S-Bahnen von Altona bis Osdorf fahren.Altona und Osdorf sind Stadt·teile von Hamburg.Die neue S-Bahn-Strecke soll S32 heißen.Peter Tschentscher hat auch gesagt:In dem Gebiet leben 100.000 Menschen.Und in diesem Gebiet gibt es nur Busse.Aber diese Busse fahren zum Beispiel nicht so schnell wie S-Bahnen.Deshalb sollen in einigen Jahren S-Bahnen in dem Gebiet fahren.Noch weiß kein Mensch:Bauen Arbeiter wirklich die neue S-Bahn-Strecke?,"Die S-Bahnen sollen von Altona nach Osdorf fahren, zwei Stadtteilen in Hamburg. Diese neue Strecke soll den Namen S32 tragen. Tschentscher erwähnte auch, dass in diesem Gebiet rund 100.000 Menschen leben und bisher nur Busse als öffentliche Verkehrsmittel zur Verfügung stehen. Da Busse jedoch nicht so schnell sind wie S-Bahnen, plant die Stadt, in einigen Jahren S-Bahnen in diesem Gebiet einzusetzen."
1179,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072019,nils1720.html",,,,"Es ist noch unklar, ob die Arbeiter tatsächlich mit dem Bau der neuen S-Bahn-Strecke beginnen werden."
1180,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072019,nils1722.html",,,Sie wollen zurück zu den Nord·deutschen Nachrichten in Leichter Sprache?Dann klicken Sie hier.,Möchten Sie zu den Norddeutschen Nachrichten in einfacher Sprache zurückkehren? Klicken Sie hier.
1181,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072020,nils2312.html",,,,"Aufgrund der weltweiten Verbreitung des Coronavirus haben viele Länder beschlossen, ihre Grenzen für ausländische Reisende zu schließen."
1182,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072020,nils2312.html",,,,"Das Ziel ist es, die Menschen in ihrem Land vor einer Ansteckung zu schützen."
1183,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072020,nils2312.html",,,,"Es besteht die Sorge, dass Reisende das Virus ins Land bringen könnten."
1184,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072020,nils2312.html",,,Das Corona-Virus ist überall auf der Welt.Deshalb haben viele Länder gesagt:In unser Land dürfen keine Menschen aus anderen Ländern reisen.Wir wollen die Menschen in unserem Land nämlich vor dem Corona-Virus schützen.Und andere Menschen können die Menschen in unserem Land vielleicht anstecken.Zum Beispiel Norwegen.Norwegen ist ein Land im Norden von Europa.Aber jetzt können viele Menschen wieder nach Norwegen reisen.Die Regierung von Norwegen hat nämlich gesagt:In vielen Ländern stecken sich nur noch wenige Menschen mit dem Corona-Virus an.Deshalb dürfen die Menschen aus diesen Ländern wieder in unser Land reisen.Zum Beispiel die Menschen aus Deutschland.,"Ein Beispiel hierfür ist Norwegen, ein Land in Europa. Mittlerweile erlaubt Norwegen jedoch wieder vielen Menschen die Einreise. Die norwegische Regierung hat festgestellt, dass in vielen Ländern nur noch wenige Menschen mit dem Coronavirus infiziert sind. Aus diesem Grund dürfen nun Menschen aus diesen Ländern wieder nach Norwegen reisen, zum Beispiel aus Deutschland."
1185,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072023,nils3452.html",,,In Winsen war ein großes Feuer.Winsen ist eine Stadt im Norden von Niedersachsen.Das Feuer war in einer alten Druckerei.Bei dem Feuer wurde kein Mensch verletzt.Aber das Feuer hat einen großen Schaden gemacht.Fach·leute haben gesagt:Der Schaden ist wahrscheinlich eine Million Euro.250 Feuerwehr·leute waren im Einsatz.Die Feuerwehr hat gesagt:Bei dem Feuer war sehr viel Rauch.Einige Feuerwehr·leute hatten eine Rauch·vergiftung.Bei einer Rauch·vergiftung atmet ein Mensch zu viel Rauch ein.Deshalb muss er zum Beispiel husten.Oder er bekommt starke Kopf·schmerzen.Deshalb mussten sich Ärzte um die Feuerwehr·leute kümmern.Die Polizei weiß noch nicht:Warum war das Feuer in der Druckerei?,"In Winsen, einer Stadt im Norden von Niedersachsen, hat ein großes Feuer in einer alten Druckerei stattgefunden. Zum Glück wurde niemand verletzt, aber das Feuer hat erheblichen Schaden verursacht. Experten schätzen den Schaden auf etwa eine Million Euro. Rund 250 Feuerwehrleute waren im Einsatz."
1186,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072023,nils3452.html",,,,"Die Feuerwehr berichtete, dass besonders viel Rauch beim Feuer entstanden ist."
1187,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072023,nils3452.html",,,,"Einige Feuerwehrleute erlitten eine Rauchvergiftung, bei der sie zu viel Rauch eingeatmet haben."
1188,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072023,nils3452.html",,,,Dadurch können Symptome wie Husten oder starke Kopfschmerzen auftreten.
1189,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072023,nils3452.html",,,,Die betroffenen Feuerwehrleute wurden von Ärzten behandelt.
1190,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10072023,nils3452.html",,,,"Die Polizei hat noch keine Informationen darüber, wie das Feuer in der Druckerei ausgebrochen ist."
1191,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10082021,nils2656.html",,,In Deutschland sind schon viele Menschen gegen das Corona-Virus geimpft.Auch in Niedersachsen.Aber jetzt brauchen fast 9000 Menschen aus Friesland eine neue Impfung.Friesland ist eine Region in Niedersachsen.Diese Menschen haben nämlich keine richtige Impfung bekommen.Der Landrat von Friesland ist Sven Ambrosy.Ein Landrat ist ein Politiker.Und ein Landrat ist der Chef von einer Region.Sven Ambrosy hat gesagt:Die Menschen haben Spritzen bekommen.In diesen Spritzen sollte der Impf·stoff sein.Aber in einigen von diesen Spritzen war kein Impf·stoff.In diesen Spritzen war eine andere Flüssigkeit.Diese Flüssigkeit ist nicht schädlich für die Menschen.Aber diese Flüssigkeit schützt nicht gegen das Corona-Virus.Deshalb müssen jetzt fast 9000 Menschen eine neue Impfung bekommen.Die Polizei hat gesagt:Die Spritzen haben die Menschen im Impf·zentrum in Schortens bekommen.Schortens ist eine Stadt in Friesland.Und die Spritzen haben die Menschen von einer Frau bekommen.Diese Frau hat gewusst:In den Spritzen ist nicht der Impf·stoff gegen das Corona-Virus.In den Spritzen ist eine andere Flüssigkeit.Und diese Frau hat den Menschen geschadet.Die Menschen haben nämlich gedacht:Wir haben eine Impfung gegen das Corona-Virus bekommen.Deshalb sind wir jetzt gegen das Corona-Virus geschützt.Aber die Menschen sind noch nicht gegen das Corona-Virus geschützt.Deshalb ermitteln wir jetzt gegen diese Frau.Und diese Frau bekommt wahrscheinlich eine Strafe.,"In Deutschland wurden bereits viele Menschen gegen das Corona-Virus geimpft, auch in Niedersachsen. Allerdings müssen nun fast 9000 Menschen in Friesland erneut geimpft werden, da sie keine richtige Impfung erhalten haben. Der Landrat von Friesland, Sven Ambrosy, informierte über diesen Vorfall. Es stellte sich heraus, dass die betroffenen Personen Spritzen erhalten haben, in denen sich eigentlich der Impfstoff befinden sollte."
1192,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10082021,nils2656.html",,,,Stattdessen befand sich jedoch eine andere Flüssigkeit in den Spritzen.
1193,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10082021,nils2656.html",,,,"Diese Flüssigkeit ist nicht gefährlich für die Menschen, schützt jedoch nicht vor dem Corona-Virus."
1194,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10082021,nils2656.html",,,,Daher müssen nun fast 9000 Menschen eine neue Impfung erhalten.
1195,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10082021,nils2656.html",,,,"Die Polizei gab bekannt, dass die Spritzen den Menschen im Impfzentrum in Schortens verabreicht wurden."
1196,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10082021,nils2656.html",,,,Schortens ist eine Stadt in Friesland.
1197,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10082021,nils2656.html",,,,"Die Spritzen wurden von einer Frau ausgegeben, die wusste, dass sich kein Corona-Impfstoff in den Spritzen befand, sondern eine andere Flüssigkeit."
1198,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10082021,nils2656.html",,,,"Diese Frau hat den Menschen geschadet, weil sie dachten, sie hätten eine Immunisierung gegen das Corona-Virus erhalten."
1199,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10082021,nils2656.html",,,,"Die Ermittlungen gegen diese Frau sind im Gange und es ist wahrscheinlich, dass sie eine Strafe erhält."
1200,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10082022,nils3048.html",,,Auf Sylt war ein großes Feuer.Sylt ist eine Insel im Norden von Schleswig-Holstein.Sylt ist in der Nordsee.Dieses Feuer war im Ort Kampen.Bei dem Feuer ist ein Haus abgebrannt.Die Polizei hat gesagt:Das Feuer war in der Nacht.In dem Haus waren 12 Menschen.Diese Menschen konnten wir rechtzeitig aus dem Haus holen.Es wurde kein Mensch verletzt.150 Feuerwehr·leute haben das Feuer gelöscht.Aber das Haus ist zerstört.Jetzt will die Polizei wissen:Warum war das Feuer?,"Auf der Insel Sylt gab es ein großes Feuer im Ort Kampen. Das Feuer hat ein Haus zerstört, in dem sich zum Glück keine Menschen befanden. Alle zwölf Bewohner konnten rechtzeitig gerettet werden und blieben unverletzt. Es waren 150 Feuerwehrleute im Einsatz, um das Feuer zu löschen."
1201,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10082022,nils3048.html",,,,Die Ursache des Feuers wird derzeit von der Polizei untersucht.
1202,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10082022,nils3050.html",,,Sie wollen zurück zu den Nord·deutschen Nachrichten in Leichter Sprache?Dann klicken Sie hier.,"Wenn Sie zu den Norddeutschen Nachrichten in Leichter Sprache zurückkehren möchten, klicken Sie bitte hier."
1203,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092018,nils1270.html",,,Sie wollen zurück zu den Nord·deutschen Nachrichten in Leichter Sprache?Dann klicken Sie hier.,"Möchten Sie die Nord·deutschen Nachrichten in Leichter Sprache lesen? Klicken Sie bitte hier, um dazu zu gelangen."
1204,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092019,nils1810.html",,,,In Husum started a big fair.
1205,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092019,nils1810.html",,,,A fair is an exhibition.
1206,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092019,nils1810.html",,,,"At a fair, companies show their new products, for example new cars."
1207,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092019,nils1810.html",,,,And experts explain these new products.
1208,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092019,nils1810.html",,,,This fair is called Husum Wind.
1209,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092019,nils1810.html",,,,Husum Wind is a fair for wind energy.
1210,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092019,nils1810.html",,,,"Wind energy is energy, for example electricity."
1211,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092019,nils1810.html",,,,This energy is produced in wind turbines.
1212,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092019,nils1810.html",,,In Husum hat eine große Messe begonnen.Eine Messe ist eine Ausstellung.Bei einer Messe zeigen Firmen ihre neuen Produkte.Zum Beispiel neue Autos.Und Fach·leute erklären diese neuen Produkte.Diese Messe heißt Husum Wind.Die Husum Wind ist eine Messe für Wind·energie.Wind·energie ist Energie.Energie ist zum Beispiel Strom.Diese Energie entsteht in Wind·kraft·anlagen.Eine Wind·kraft·anlage ist ein hoher Turm.Auf diesem Turm ist ein großes Wind·rad.Das Wind·rad dreht sich im Wind.So macht das Wind·rad Strom.Bei der Eröffnung von der Husum Wind war auch Daniel Günther.Daniel Günther ist der Minister·präsident von Schleswig-Holstein.Daniel Günther hat gesagt:Wind·energie ist sehr wichtig.Wind·energie ist nämlich gut für die Umwelt.Deshalb müssen wir mehr Wind·kraft·anlagen bauen.,"A wind turbine is a tall tower with a large windmill on top. The windmill spins in the wind and generates electricity. Daniel Günther, the Prime Minister of Schleswig-Holstein, also attended the opening of Husum Wind. Daniel Günther said: Wind energy is very important."
1213,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092019,nils1810.html",,,,Wind energy is good for the environment.
1214,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092019,nils1810.html",,,,"Therefore, we need to build more wind turbines."
1215,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092020,nils2396.html",,,,In mehreren Ländern steigen die Fallzahlen für das Coronavirus wieder an.
1216,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092020,nils2396.html",,,"In vielen Ländern steigen die Corona-Zahlen.Das heißt:Immer mehr Menschen stecken sich wieder mit dem Corona·virus an.In Tschechien haben sich gestern mehr als 1000 Menschen angesteckt.Tschechien ist ein Land in Europa.Tschechien hat insgesamt mehr als 31.000 Corona-Fälle.Die deutsche Regierung hat gesagt:Wir warnen vor Reisen nach Prag.Prag ist die Hauptstadt von Tschechien.In Prag haben nämlich besonders viele Menschen das Corona·virus.Die Menschen sollen keinen Urlaub in Prag machen.In Israel haben sich gestern 3554 Menschen mit dem Corona·virus angesteckt.Die Regierung in Israel überlegt nun:Machen wir die Corona-Regeln wieder strenger?Israel hat insgesamt mehr als 143.000 Corona-Fälle.In Indien haben sich gestern fast 100.000 Menschen mit dem Corona·virus angesteckt.In keinem anderen Land haben sich so viele Menschen an einem Tag angesteckt.Indien hat insgesamt 4,4 Millionen Corona-Fälle.In Deutschland haben sich gestern 1892 Menschen angesteckt.Deutschland hat insgesamt mehr als 255.000 Corona-Fälle.","Das bedeutet, dass sich immer mehr Menschen mit dem Virus infizieren. Gestern haben sich in Tschechien über 1000 Menschen angesteckt. Tschechien ist ein europäisches Land und hat insgesamt mehr als 31.000 Fälle von Corona. Die deutsche Regierung warnt vor Reisen nach Prag, der Hauptstadt von Tschechien, da dort besonders viele Menschen mit dem Virus infiziert sind."
1217,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092020,nils2396.html",,,,Die Menschen sollten keinen Urlaub in Prag machen.
1218,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092020,nils2396.html",,,,"In Israel haben sich gestern 3554 Menschen infiziert und die Regierung überlegt, die Corona-Regeln wieder zu verschärfen."
1219,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092020,nils2396.html",,,,Israel hat insgesamt mehr als 143.000 Corona-Fälle.
1220,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092020,nils2396.html",,,,"In Indien haben sich gestern fast 100.000 Menschen infiziert, mehr als in jedem anderen Land an einem Tag."
1221,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092020,nils2396.html",,,,"Indien hat insgesamt 4,4 Millionen Fälle von Corona."
1222,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092020,nils2396.html",,,,In Deutschland haben sich gestern 1892 Menschen infiziert und insgesamt gibt es mehr als 255.000 Fälle.
1223,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092021,nils2684.html",,,,In Dänemark wurden alle Corona-Regeln aufgehoben.
1224,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092021,nils2684.html",,,In Dänemark gibt es keine Corona-Regeln mehr.Die Regierung von Dänemark hat gesagt:70 Prozent von den Menschen sind gegen das Corona-Virus geimpft.Das heißt:70 von 100 Menschen sind gegen das Corona-Virus geimpft.Und nur sehr wenige Menschen mit dem Corona-Virus sind in den Krankenhäusern.Deswegen brauchen wir keine Corona-Regeln mehr.Viele Ärzte sagen aber:Es stecken sich wieder mehr Menschen mit dem Corona-Virus an.Deshalb müssen wir weiter vorsichtig sein.Vielleicht brauchen wir die Corona-Regeln wieder.,"Die Regierung hat bekannt gegeben, dass 70 Prozent der Bevölkerung geimpft sind, das bedeutet, dass 70 von 100 Menschen gegen das Corona-Virus geimpft wurden. Zudem gibt es nur noch sehr wenige Corona-Patienten, die in Krankenhäusern behandelt werden müssen. Aus diesen Gründen sind die Corona-Regeln nicht mehr erforderlich. Einige Ärzte warnen jedoch davor, dass sich wieder mehr Menschen mit dem Corona-Virus anstecken."
1225,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092021,nils2684.html",,,,Daher müssen wir weiterhin vorsichtig sein.
1226,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10092021,nils2684.html",,,,Möglicherweise werden die Corona-Regeln erneut eingeführt.
1227,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10102018,nils1324.html",,,Sie wollen zurück zu den Nord·deutschen Nachrichten in Leichter Sprache?Dann klicken Sie hier.,Möchten Sie zu den Norddeutschen Nachrichten in einfacher Sprache zurückkehren? Klicken Sie bitte hier.
1228,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10102019,nils1854.html",,,Erwin Sellering will nicht mehr Politiker sein.Früher war Erwin Sellering Minister·präsident von Mecklenburg-Vorpommern.Ein Minister·präsident ist der Chef von einem Bundes·land.Dann war Erwin Sellering sehr krank.Und Erwin Sellering hat gesagt:Ich kann nicht mehr Minister·präsident sein.Später war Erwin Sellering wieder Abgeordneter in Mecklenburg-Vorpommern.Ein Abgeordneter ist ein Politiker im Landtag.Der Landtag ist das Parlament von einem Bundes·land.Jetzt hat Erwin Sellering gesagt:Ich will auch kein Abgeordneter mehr sein.Ich will gar kein Politiker mehr sein.,"Erwin Sellering, der ehemalige Ministerpräsident von Mecklenburg-Vorpommern, hat angekündigt, dass er nicht mehr in der Politik tätig sein möchte. Nachdem er schwer erkrankt war, entschied er, dass er nicht mehr als Ministerpräsident arbeiten könne. Später wurde er Abgeordneter im Landtag von Mecklenburg-Vorpommern, dem Parlament des Bundeslandes. Jetzt hat er jedoch erklärt, dass er auch kein Abgeordneter mehr sein möchte und generell nicht mehr als Politiker arbeiten will."
1229,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10102022,nils3110.html",,,,In Schleswig-Holstein findet in dieser Woche ein Streik statt.
1230,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10102022,nils3110.html",,,,"Im Rahmen eines Streiks arbeiten die Menschen nicht, da sie mit ihrer Arbeit unzufrieden sind und beispielsweise mehr Gehalt fordern."
1231,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10102022,nils3110.html",,,,Der Streik dauert von Montag bis Freitag und betrifft private Busunternehmen.
1232,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10102022,nils3110.html",,,,Diese gehören keiner bestimmten Region oder Stadt an und betreiben vor allem Busverbindungen auf dem Land.
1233,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10102022,nils3110.html",,,,Infolgedessen fahren in dieser Woche viele Busse in Schleswig-Holstein nicht.
1234,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10102022,nils3110.html",,,,"Dies ist bereits der dritte Streik bei den privaten Busunternehmen, da die Mitarbeiter sehr unzufrieden sind."
1235,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-10102022,nils3110.html",,,,"Sie geben an, dass sie sehr lange Arbeitszeiten haben und deshalb mehr Gehalt erhalten möchten."
