,Source,URL,sents_leicht,sents_standard
344,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Le parlement choisit les juges fédéraux pour 6 ans.,The Parliament chooses federal judges for 6 years.
345,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,"A la fin des 6 ans, les juges sont souvent de nouveaux choisis","At the end of the 6 years, the judges are often reappointed"
346,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,pour encore 6 ans.,for another 6 years.
347,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Quand il y a besoin d’un nouveau juge fédéral,When a new federal judge is needed:
348,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,ou d’une nouvelle juge fédérale :,
349,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Par exemple parce qu’un ou une juge prend sa retraite.,"For example, because a judge retires."
350,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Ou parce qu’un ou une juge ne veut plus travailler au Tribunal fédéral.,Or because a judge no longer wants to work at the Federal Court.
351,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,"Alors, le parlement écrit une annonce.",Then the Parliament publishes an announcement.
352,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Les personnes intéressées peuvent répondre à l’annonce,Interested individuals can respond to the announcement
353,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,pour devenir juge fédéral.,to become a federal judge.
354,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Le parlement regarde les réponses des personnes intéressées. Ensuite le parlement garde les personnes,The Parliament reviews the responses of the interested individuals.
355,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,qui correspondent à ce qu’ils recherchent.,
356,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Ensuite le parlement choisit :,Then the Parliament selects:
357,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,quelle personne deviendra un nouveau juge fédéral ou une nouvelle juge fédérale.,which person will become a new federal judge.
358,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Qu’est-ce que le parlement regarde pour noter les réponses des personnes intéressées :,What does the Parliament look for when evaluating the responses of interested individuals:
359,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,La personne a-t-elle de bonnes connaissances ?,Does the person have good knowledge?
360,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,La personne est dans quel parti politique ?,Which political party does the person belong to?
361,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,La personne parle-t-elle la bonne langue ?,Does the person speak the correct language?
362,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Il faut que les 4 langues officielles de la Suisse soient au Tribunal fédéral.,All four official languages of Switzerland must be represented in the Federal Court.
363,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,"Les langues officielles de la Suisse sont : allemand, français, italien, romanche.","The official languages of Switzerland are: German, French, Italian, Romansh."
364,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,La personne est-elle dans le bon parti politique ?,Does the person belong to the right political party?
365,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Il faut que tous les partis politiques soient au Tribunal fédéral.,All political parties must be represented in the Federal Court.
366,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,La personne est-elle du bon genre ?,Is the person of the correct gender?
367,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Il faut environ autant de femmes que d’hommes au Tribunal fédéral.,There should be approximately an equal number of women and men at the Federal Court.
368,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Ici tu trouves la vidéo d’explication du Conseil fédéral sur l’ initiative sur la justice :,Here you will find the explanatory video from the Federal Council on the initiative on justice:
369,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Regarder la vidéo,Watch the video
370,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Ici tu trouves la vidéo d’explication du Conseil fédéral sur l’ initiative sur la justice en langue des signes :,Here you will find the explanatory video from the Federal Council on the initiative on justice in sign language:
371,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Regarder la vidéo,Watch the video
372,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Ici tu trouves la vidéo d’explication de Easyvote :,Here you will find the explanatory video from Easyvote:
373,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Regarder la vidéo,Watch the video
374,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Qu’est-ce qui va changer si on dit OUI à l’initiative sur la justice ?,What will change if we say YES to the initiative on justice?
375,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,"Si on dit OUI à l’ initiative ,","If we say YES to the initiative,"
376,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,alors les juges fédéraux seront choisis par tirage au sort.,then federal judges will be chosen by lottery.
377,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Une commission spécialisée décidera :,A specialized commission will decide:
378,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,qui peut devenir un bon juge fédéral ou une bonne juge fédérale.,who can become a good federal judge.
379,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,La commission spécialisée fait un test.,The specialized commission administers a test.
380,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Elle vérifie ceci :,It checks the following:
381,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Est-ce que la personne a de bonnes connaissances pour faire ce métier ?,Does the person have good knowledge for the job?
382,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Est-ce que la personne est bien pour faire ce métier ?,Is the person suitable for the job?
383,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Est-ce que les 4 langues nationales sont présentes au Tribunal fédéral ?,Are all four national languages represented in the Federal Court?
384,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,"Quand une personne passe ce test, alors la commission spécialisée écrit son nom sur un papier.","When a person passes this test, the specialized commission writes their name on a piece of paper."
385,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Ensuite elle met tous les papiers dans une boîte.,"Then, they put all the papers in a box."
386,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,"Puis on sort un papier de la boîte,","Next, they draw a paper from the box,"
387,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,sans voir le nom qu’il y a sur le papier.,without looking at the name written on it.
388,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,On appelle ça : tirage au sort.,This is called a lottery.
389,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,La personne qui a son nom sur le papier devient le nouveau juge fédéral ou la nouvelle juge fédérale.,The person whose name is on the paper becomes the new federal judge.
390,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,"Si on dit OUI à la votation, alors il faudra 2 nouvelles lois.","If we say YES to the vote, two new laws will be required."
391,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Ces 2 nouvelles lois diront :,These two new laws will define:
392,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Qui sera dans la commission spécialisé.,Who will be part of the specialized commission.
393,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Comment se passera exactement le tirage au sort.,How exactly the lottery will be conducted.
394,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Les juges fédéraux et les juges fédérales choisies :,The selected federal judges:
395,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,pourront rester plus de 6 ans au Tribunal fédéral.,Can stay at the Federal Court for more than 6 years.
396,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,pourront travailler encore maximum 5 ans après l’âge de la retraite.,Can work for a maximum of 5 additional years after retirement age.
397,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Le parlement pourra faire partir un ou une juge du Tribunal fédéral seulement :,The Parliament can only dismiss a judge from the Federal Court:
398,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,si il ou elle fait une faute très grave dans son travail.,If they commit a very serious misconduct in their work.
399,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Cela s’appelle : manquer gravement à son devoir de fonction.,This is called a gross breach of duty.
400,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,si il ou elle ne peut plus faire son travail.,If they can no longer perform their work.
401,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,"Par exemple, à cause d’une maladie très grave.","For example, due to a severe illness."
402,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Ici tu trouves le site internet du groupe de personnes qui pense qu’il faut dire oui à l’ initiative :,Here you will find the website of the group of people who believe that we should say yes to the initiative:
403,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Visiter le site,Visit the website
404,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Le Conseil fédéral et le parlement disent :,The Federal Council and the Parliament say:
405,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,il faut dire NON à l’ initiative sur la justice.,we should say NO to the initiative on justice.
406,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,C’est pour ça qu’on vote sur l’ initiative sur la justice le 28 novembre.,That is why we are voting on the initiative on justice on November 28th.
407,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,POUR – Qui dit OUi à l’initiative sur la justice ?,FOR - Who says YES to the initiative on justice?
408,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Les personnes qui ont organisé l’ initiative sur la justice,The people who initiated the initiative on justice
409,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,pensent qu’il faut dire oui.,believe that we should say yes.
410,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Les raisons de dire oui :,The reasons to say yes:
411,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,"Aujourd’hui, le Tribunal fédéral dépend trop de la politique.","Currently, the Federal Court depends too much on politics."
412,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Les partis politiques décident,Political parties decide
413,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,qui on choisit pour devenir juge fédéral.,whom we choose to become a federal judge.
414,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Dans quel parti politique est une personne intéressée à devenir juge fédéral ?,Which political party does an interested person belong to when applying to become a federal judge?
415,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Cette question est aujourd’hui beaucoup trop importante.,This question is currently too significant.
416,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Les personnes qui ne sont pas dans un parti politique,People who are not affiliated with a political party
417,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,ne peuvent pas être choisies.,cannot be chosen.
418,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Ce n’est pas bien.,That is not good.
419,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Choisir par tirage au sort est juste.,Choosing by lottery is fair.
420,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Aujourd’hui les décisions du tribunal ne sont peut-être,"Currently, the decisions of the court may not be"
421,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,pas assez indépendantes.,sufficiently independent.
422,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Parce que les juges fédéraux et les juges fédérales,Because federal judges
423,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,sont dans un parti politique.,are affiliated with a political party.
424,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,CONTRE – Qui dit NON à l’initiative sur la justice ?,AGAINST - Who says NO to the initiative on justice?
425,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Le Conseil fédéral et le parlement disent NON à l’ initiative .,The Federal Council and the Parliament say NO to the initiative.
426,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Les raisons de dire non :,The reasons to say no:
427,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Le choix par tirage au sort est un jeu de hasard.,Choosing by lottery is a game of chance.
428,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Ce n’est pas bon pour une démocratie.,This is not good for a democracy.
429,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,"Aujourd’hui, tous les avis politiques sont aussi forts au Tribunal fédéral.","Currently, all political views are equally represented at the Federal Court."
430,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,C’est bien.,This is good.
431,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Car c’est pour ça que le peuple accepte les décisions du Tribunal fédéral.,Because that is why the people accept the decisions of the Federal Court.
432,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Dans quel parti politique est un juge fédéral ou une juge fédérale ?,Which political party does a federal judge belong to?
433,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,C’est bien de savoir ça.,It is good to know this.
434,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Comme ça nous savons aussi,"This way, we also know"
435,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,quelles idées politiques a un juge fédéral ou une juge fédérale.,what political ideas a federal judge has.
436,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Traduit de l’allemand,Translated from German
437,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,,by
438,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Nicole Berger,Nicole Berger
439,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Sources,Sources
440,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,Les informations proviennent de ces textes originaux en langue standard :,The information comes from these original texts in standard language:
441,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,"Confédération suisse, Conseil fédéral, explications sur l’initiative sur la justice, 5 novembre 2021 :","Swiss Confederation, Federal Council, explanations on the initiative on justice, November 5th, 2021:"
442,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,"Confédération suisse, explications du Conseil fédéral, (brochure), 14.11.2021","Swiss Confederation, explanations by the Federal Council, (brochure), November 14th, 2021"
443,LS_infoeasy_gpt,https://infoeasy-news.ch/initiative-justice/,"easyvote, initiative sur la justice, 28 novembre 2021","Easyvote, initiative on justice, November 28th, 2021"
444,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Modification de la loi Covid-19,Änderungen des Covid-19-Gesetzes
445,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Le Parlement a fait des changements dans la loi Covid-19.,Das Parlament hat Änderungen am Covid-19-Gesetz vorgenommen.
446,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Nous votons pour accepter ou refuser les changements proposés par le Parlement.,"Wir stimmen darüber ab, ob wir die vom Parlament vorgeschlagenen Änderungen akzeptieren oder ablehnen sollen."
447,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Un comité a lancé un référendum contre ces changements.,Eine Kommission hat ein Referendum gegen diese Änderungen eingeleitet.
448,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,La loi Covid-19,Das Covid-19-Gesetz
449,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Voici la situation aujourd’hui,So ist die Situation heute
450,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,"Depuis septembre 2020, nous avons la loi Covid-19 .",Seit September 2020 haben wir das Covid-19-Gesetz.
451,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,C’est une loi fédérale d’urgence.,Es handelt sich um ein Bundesgesetz im Notfall.
452,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Cela veut dire que la loi s’applique rapidement.,"Das bedeutet, dass das Gesetz schnell angewendet wird."
453,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,La loi Covid-19 crée des règles pour :,Das Covid-19-Gesetz legt Regeln fest für:
454,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,l’aide financière aux personnes et aux entreprises,"die finanzielle Unterstützung von Personen und Unternehmen,"
455,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,qui perdent de l’argent à cause du Covid-19 .,die aufgrund von Covid-19 Geld verlieren.
456,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,"L’aide financière, c’est de l’argent.",Finanzielle Unterstützung bedeutet Geld.
457,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,les soins médicaux,die medizinische Versorgung
458,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Le gouvernement fédéral doit garantir des bons soins médicaux.,Die Bundesregierung muss eine gute medizinische Versorgung garantieren.
459,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,La loi Covid-19 permet au Conseil fédéral de faire des exceptions.,"Das Covid-19-Gesetz ermöglicht es dem Bundesrat, Ausnahmen zu machen."
460,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Pour autoriser des médicaments importants.,Um wichtige Medikamente zuzulassen.
461,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,La loi permet au gouvernement fédéral aussi de payer les tests.,"Das Gesetz ermöglicht es der Bundesregierung auch, die Tests zu bezahlen."
462,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Il y a eu un référendum contre la loi Covid-19 de septembre 2020.,Es gab ein Referendum gegen das Covid-19-Gesetz im September 2020.
463,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,On a voté sur cela en juin 2021.,Darüber haben wir im Juni 2021 abgestimmt.
464,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Les électeurs ont rejeté le référendum en juin 2021.,Die Wählerinnen und Wähler haben das Referendum im Juni 2021 abgelehnt.
465,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Cela veut dire que :,Das bedeutet:
466,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,les électeurs ont dit oui à la loi Covid-19,Die Wählerinnen und Wähler haben Ja zum Covid-19-Gesetz gesagt.
467,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,la loi Covid-19 est toujours valide aujourd’hui.,Das Covid-19-Gesetz gilt heute immer noch.
468,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,La pandémie du Covid n’est pas terminée.,Die Covid-Pandemie ist noch nicht vorbei.
469,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Le Parlement a modifié la loi Covid-19 plusieurs fois :,Das Parlament hat das Covid-19-Gesetz mehrmals geändert:
470,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,La première fois en décembre 2020.,Das erste Mal im Dezember 2020.
471,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Il n’y a pas eu de référendum contre les changements.,Es gab kein Referendum gegen die Änderungen.
472,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,La deuxième fois en mars 2021.,Das zweite Mal im März 2021.
473,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Il y a eu un référendum contre ces changements.,Gegen diese Änderungen gab es ein Referendum.
474,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,C’est pourquoi nous votons maintenant,Darum stimmen wir jetzt
475,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,une deuxième fois la loi Covid-19,ein zweites Mal über das Covid-19-Gesetz ab.
476,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Ici tu trouves la vidéo d’explication du Conseil fédéral,Hier findest du das Video zur Erklärung des Bundesrates
477,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,sur les modifications de la loi Covid-19 :,über die Änderungen am Covid-19-Gesetz:
478,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Regarder la vidéo,Video ansehen
479,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Ici tu trouves la vidéo d’explication du Conseil fédéral en langue des signes :,Hier findest du das Video zur Erklärung des Bundesrates in Gebärdensprache:
480,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Regarder la vidéo,Video ansehen
481,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Ici tu trouves la vidéo d’explication d’easyvote :,Hier findest du das Video zur Erklärung von easyvote:
482,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Regarder la vidéo,Video ansehen
483,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Le Parlement propose des changements,Das Parlament schlägt Änderungen vor
484,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Nous votons sur une partie de la loi Covid-19 .,Wir stimmen über einen Teil des Covid-19-Gesetzes ab.
485,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,C’est la partie où il y a les changements de mars 2021.,Es handelt sich um den Teil mit den Änderungen vom März 2021.
486,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Voici les changements de mars 2021 :,Hier sind die Änderungen vom März 2021:
487,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,1. De l’argent pour les personnes et les entreprises touchées.,1. Geld für betroffene Personen und Unternehmen.
488,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Il y a maintenant plus d’argent pour :,Es gibt jetzt mehr Geld für:
489,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,aider quand les personnes et entreprises en difficulté.,Hilfe bei finanziellen Schwierigkeiten von Personen und Unternehmen.
490,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Quand une entreprise ferme à cause de la pandémie du Covid-19,Wenn ein Unternehmen aufgrund der Covid-Pandemie schließt
491,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,"ou quand une entreprise réalise peu de bénéfices, alors elle reçoit de l’argent.","oder wenn ein Unternehmen wenig Gewinn macht, erhalten sie Geld."
492,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,remplacer le revenu.,Ersatz des Einkommens.
493,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Certaines personnes travaillent comme indépendants.,Einige Personen arbeiten als Selbstständige.
494,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Indépendant veut dire être son propre patron,"Selbstständig zu sein bedeutet, sein eigener Chef zu sein"
495,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Et ne pas être employé par une entreprise.,und nicht bei einem Unternehmen angestellt zu sein.
496,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,"À cause de la pandémie, beaucoup de travailleurs indépendants ont gagné moins.",Aufgrund der Pandemie haben viele selbstständige Arbeitnehmer weniger verdient.
497,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,"Quand ils ont gagné 30% de moins que d’habitude, ils reçoivent un revenu de remplacement.","Wenn sie 30% weniger als gewöhnlich verdienen, erhalten sie ein Einkommensersatz."
498,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Le revenu de remplacement est de l’argent.,Der Einkommensersatz ist Geld.
499,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,indemniser pour le chômage partiel.,Entschädigung für Kurzarbeit.
500,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,La Confédération et les cantons évitent les licenciements et sauvent des emplois grâce au chômage partiel.,Der Bund und die Kantone vermeiden Entlassungen und retten Arbeitsplätze durch Kurzarbeit.
501,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,C’est pourquoi l’indemnisation du chômage partiel est importante.,Deshalb ist die Entschädigung für Kurzarbeit wichtig.
502,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,"Le chômage partiel, c’est quand une personne","Kurzarbeit bedeutet, dass eine Person"
503,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,"travaille moins que d’habitude,","weniger arbeitet als üblich,"
504,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,parce qu’il y a moins de travail à cause de la pandémie.,weil es aufgrund der Pandemie weniger Arbeit gibt.
505,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Ces personnes au chômage partiel sont indemnisées :,Diese Personen in Kurzarbeit erhalten eine Entschädigung:
506,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Cela veut dire : elles reçoivent de l’argent.,"Das bedeutet, sie erhalten Geld."
507,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,donner des indemnités journalières.,Gewährung von Taggeldern.
508,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Les chômeurs reçoivent des indemnités journalières en plus.,Arbeitslose erhalten zusätzlich Taggelder.
509,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,aider les organisateurs.,Hilfe für Veranstalter.
510,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Beaucoup d’événements n’ont pas eu lieu à cause de la pandémie du Covid-19 .,Aufgrund der Pandemie fanden viele Veranstaltungen nicht statt.
511,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,C’était difficile pour les organisateurs.,Das war schwierig für die Veranstalter.
512,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,"Maintenant, les organisateurs reçoivent de l’argent.",Jetzt erhalten die Veranstalter Geld.
513,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,aider les clubs de sport.,Hilfe für Sportvereine.
514,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,"Quand un club de sport a besoin d’argent à cause de la pandémie, il doit suivre des règles strictes pour recevoir de l’argent.","Wenn ein Sportverein aufgrund der Pandemie Geld benötigt, muss er strenge Regeln befolgen, um Geld zu erhalten."
515,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,"Maintenant, les règles sont moins sévères.",Jetzt sind die Regeln weniger streng.
516,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Les clubs de sport peuvent avoir facilement de l’argent.,Sportvereine können leichter Geld bekommen.
517,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,aider les artistes.,Hilfe für Künstlerinnen und Künstler.
518,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Beaucoup d’artistes n’ont pas pu travailler à cause de la pandémie.,Viele Künstlerinnen und Künstler konnten aufgrund der Pandemie nicht arbeiten.
519,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,Ils reçoivent maintenant de l’argent.,Jetzt erhalten sie Geld.
520,LS_infoeasy_gpt,https://infoeasy-news.ch/modification-loi-covid-19/,aider les crèches et écoles de jour,Hilfe für Kindertagesstätten und Tagesstätten.
