,sents_leicht,sents_standard,sim
386,Das heißt: Melde-Register.,"Dann erhalten sie Zugriff auf ihre bisher im Melderegister gespeicherten Daten, können diese überprüfen und ihre neue Adresse eingeben.",-0.0843451953595656
387,Sie tragen Ihre neue Adresse ein.,Notwendige Angaben zu Ihrem neuen Wohnsitz können Sie der Wohnungsgeberbestätigung entnehmen.,0.7616497898777306
388,Sie bekommen einen Code mit der Post zugeschickt.,Die Vorlage bei der Meldebehörde ist nicht mehr nötig.,0.5238775234201782
389,Mit dem Code können Sie die Bestätigung für die neue Adresse im Internet herunterladen .,"Stattdessen erhalten die Bürgerinnen und Bürger einen Code, der per Post an die neue Adresse geht. Mit dem Code gibt es die elektronische Meldebestätigung zum Download.",0.7844023231523869
390,Das Dokument ist geschützt.,Ein elektronisches Siegel macht das Dokument fälschungssicher.,0.7752060736678725
391,Es kann nicht gefälscht werden. Sie können die Daten vom Melde-Register auf den Personalausweis übertragen.,Die neuen Daten aus dem Melderegister können nun per App direkt auf den Chip im Personalausweis oder der eID-Karte übertragen werden.,0.7551997042355306
392,Dafür brauchen Sie nur ein Smartphone.,Dafür genügt ein handelsübliches Smartphone.,0.8733886759090074
393,Sie bekommen einen Aufkleber mit der neuen Adresse. Für Ihren Personalausweis.,Der Adressaufkleber für das Ausweisdokument kommt per Post. Hintergrund: Die elektronische Wohnsitzanmeldung gehört zur föderalen Digitalisierungsoffensive auf Basis des Onlinezugangsgesetzes (OZG).,0.3227304226979028
394,Der Aufkleber kommt mit der Post.,Die Bundesregierung finanziert das Hamburger Projekt aus Mitteln des Konjunkturpakets und ermöglicht die länderübergreifende Zusammenarbeit bei Umsetzung und Betrieb des Onlinedienstes. Dabei kooperiert die Freie und Hansestadt Hamburg mit dem Bundesministerium des Innern und für Heimat.,0.41240685847216124
395,Info: Ein Computer hat diesen Text in Leichte Sprache übertragen.,"Der neue Onlinedienst wurde nach dem ""Einer-für-alle-Prinzip"" (EfA) entwickelt. Alle Städte und Gemeinden in Deutschland können den digitalen Service ebenfalls nutzen und ihren Bürgerinnen und Bürgern anbieten. Weitere Informationen finden Sie hier: Elektronische Wohnsitzanmeldung Weitere Informationen zum Einer-für-Alle Prinzip finden Sie hier: Erklärvideo zum „Einer-für-Alle-Prinzip“",0.5179458277575462
396,Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.,Rückfragen der Medien,0.4322744412044364
397,Sie können hier dazu mehr lesen.,"Senatskanzlei, Amt für IT und Digitalisierung Dr. Svenja Zell Telefon: 040 428 23 2717 E-Mail: svenja.zell@sk.hamburg.de Internet: www.digital.hamburg.de/",-0.2390607438660356
398,Der Bundes-Präsident hat König Charles eingeladen. König Charles hat die Einladung angenommen: Er besucht Deutschland. Charles ist König von Groß-Britannien und Nord-Irland. König Charles besucht mit seiner Frau Camilla Deutschland: Vom 29. März bis zum 31. März 2023.,Auf Einladung von Bundespräsident Frank-Walter Steinmeier besucht König Charles III. zusammen mit Königin-Gemahlin Camilla und einer Delegation vom 29. März bis 31. März 2023 die Bundesrepublik Deutschland.,0.7356851387318813
399,Die Orte sind: Hamburg Berlin Brandenburg,Weitere Stationen des Staatsbesuchs neben Hamburg sind Berlin und Brandenburg.,0.39260584627882855
400,Am 31. März 2023 besuchen König Charles und Camilla Hamburg. Dr. Peter Tschentscher ist der Erste Bürgermeister von Hamburg. Er empfängt Charles und Camilla im Rathaus von Hamburg. König Charles schreibt etwas in das Goldene Buch von Hamburg.,Erster Bürgermeister Dr. Peter Tschentscher: „Der Besuch von König Charles III. und Königin-Gemahlin Camilla ist eine große Ehre für die Freie und Hansestadt Hamburg.,0.677287549198006
401,Das Goldene Buch ist eine Art Gäste-Buch: Von der Stadt Hamburg.,"Er stärkt die guten Beziehungen zwischen dem Vereinigten Königreich und der Hansestadt, die als „britischste Stadt auf dem Kontinent“ gilt.“",0.47672095917026786
402,Besondere Gäste dürfen etwas in das Goldene Buch schreiben. König Charles ist ein besonderer Gast. Das Goldene Buch ist kein normales Buch. Die Seiten sind lose Blätter.,"Weitere Einzelheiten zu den Programmpunkten und Akkreditierungsmöglichkeiten für Medienvertreterinnen und -vertreter sowie Informationen zu den Orten, an denen die Bürgerinnen und Bürger den König und seine Gemahlin erleben können, werden zeitnah bekanntgegeben.",0.4863102165819545
403,Die Blätter sind in einer Kiste aus Leder. An der Kiste sind Verschlüsse aus Gold. Das Buch ist sehr alt: So alt wie das Rathaus. Sie können mehr in Leichter Sprache lesen: Zu den besonderen Gästen in Hamburg.,Rückfragen der Medien,0.3036363033226697
404,Und zu dem goldenen Buch. Info: Ein Computer hat diesen Text in Leichte Sprache übertragen. Der Text ist nicht durch Menschen mit Behinderungen geprüft worden. Sie können hier dazu mehr lesen.,Pressestelle des Senats Telefon: 040 42831 2242 E-Mail: pressestelle@sk.hamburg.de,-0.15581695857384698
405,Am 17. Juni 2023 beginnen die Special Olympics.,In 100 Tagen beginnt mit den Special Olympics World Games 2023 in Berlin die weltweit größte inklusive Sportveranstaltung.,0.3596332400492376
406,Das ist der größte Sport-Wettkampf: Für Menschen mit geistiger Behinderung.,14 Hamburger Sportlerinnen und Sportler bereiten sich in diesen Wochen intensiv auf die Weltspiele der Menschen mit geistiger und mehrfacher Behinderung vor.,0.34867095189899144
407,Die Special Olympics finden in Berlin statt. 14 Sportler und Sportlerinnen aus Hamburg machen mit. Das Team aus Hamburg,Und auch die Planungen für das Host Town Program in Hamburg laufen: Die Hansestadt empfängt die Special Olympics Delegation aus Guadeloupe mit insgesamt 43 Mitgliedern. Die Sportlerinnen und Sportler aus der Karibik werden vor den Weltspielen einige Tage in Hamburg verbringen.,0.815975214590041
408,Das Team aus Deutschland bei den Special Olympics ist sehr groß: Es sind mehr als 400 Sportler und Sportlerinnen. 14 Sportler und Sportlerinnen kommen aus Hamburg.,"Das „Team SOD“ – Deutschlands Delegation bei den Special Olympics World Games 2023 – vereint insgesamt 416 Sportlerinnen und Sportler, die in 25 Sportarten um Medaillen kämpfen werden.",0.7296703345686941
409,Sie wollen für Hamburg ihr Bestes geben.,14 von ihnen kommen aus Hamburg und wollen für ihre Heimatstadt das Beste geben.,0.6655050937604926
410,Das ist das Team aus Hamburg: 6 Sportler aus der Leichtathletik. Eine Reiterin. Ein Schwimmer.,"Das Hamburger Team setzt sich wie folgt zusammen: 6 Athletinnen und Athleten gehen in der Leichtathletik an den Start, dazu kommt eine Reiterin, ein Schwimmer und sein Unified Partner, ein Tennisspieler und seine Unified Partnerin sowie 3 Hockeyspielerinnen und Hockeyspieler.",0.5184936487137956
411,Und sein Unified Partner. Das spricht man so: Ju ni feid Unified Partner heißt: Der Partner hat keine Behinderung. Der Sportler mit Behinderung macht den Wettkampf zusammen: Mit dem Partner ohne Behinderung.,"Das Besondere am Unified Sport ist, dass immer eine Athletin bzw. ein Athlet mit geistiger Behinderung mit einer Unified Partnerin bzw. einem Unified Partner ohne geistige Behinderung im Wettbewerb antritt.",0.5901974199043174
412,3 Hockeyspielerinnen und Hockeyspieler. Ein Tennis-Spieler. Und seine Unified Partnerin. Das Team von Hamburg hat zwei Trainer.,Die Hamburger Sportlerinnen und Sportler werden von einem zweiköpfigen Trainerteam und weiteren Delegationsmitgliedern begleitet.,0.6416351250945935
413,Hamburg als Gast-Geber,Das Hamburger Host Town Program – Fackellauf am 13. Juni,0.17044466757770982
414,Hamburg ist auch Gast-Geber: Die Sportler aus dem Team von Guadeloupe besuchen Hamburg. Vor den Special Olympics.,"Das Host Town Program ist ein einzigartiges Projekt im Rahmen der Special Olympics World Games 2023, mit dem die internationalen Sportlerinnen Und Sportler in Deutschland willkommen geheißen werden.",0.6417048645582666
415,Guadeloupe ist eine Insel in der Karibik. Hamburg hat die Sportler eingeladen.,Hamburg ist eine von mehr als 200 Host Towns deutschlandweit und empfängt die Delegation von Special Olympics Guadeloupe vom 12. bis zum 15. Juni.,0.5238614881770349
416,Dann kommen die Sportler nach Hamburg: Vom 12. bis zum 15. Juni 2023.,Das Programm gestaltet sich denkbar abwechslungsreich: Highlight ist ein Fackellauf am 13. Juni am Fuße der Elbphilharmonie. Im Mittelpunkt stehen sowohl die Akklimatisierung an Deutschland als auch die direkte sportliche Vorbereitung auf die Weltspiele.,0.3676206950656404
417,Hamburg hat sich ein Programm überlegt.,"Ein gemeinsames Willkommensessen, ein Senatsempfang, der Besuch der Elbe-Werkstätten sowie ein Grillabend bei der Evangelischen Stiftung Alsterdorf runden das Programm für die Gäste aus der Karibik ab.",0.5522559798165576
418,Für die Sportler aus Guadeloupe:,Sportsenator Andy Grote: „Die Special Olympics World Games sind das Highlight für den inklusiven Sport in diesem Jahr. Unsere Hamburger Athletinnen und Athleten sind die Gesichter unserer Stadt und sie verdienen unsere volle Unterstützung und Aufmerksamkeit.,0.3701180983043406
419,Einen Fackel-Lauf: Bei der Elbphilharmonie.,"Hamburg steht hinter euch! Wir wollen die Strahlkraft dieses Ereignisses nutzen, um Teilhabe im und durch den Sport weiter zu fördern.“",0.12159342849978913
420,Ein Willkommens-Essen,"Barbara Grewe, Präsidentin von Special Olympics Hamburg: „Wir freuen uns sehr auf unsere Gäste aus Guadeloupe, denen wir kurz vor den Special Olympics World Games gute Gastgeber sein wollen.",-0.11348451330075153
421,Einen Empfang im Rathaus von Hamburg.,"In unserem Hamburger Team haben wir Sportler*innen, die wir schon lange mit unserer Arbeit begleiten und die sich sehr auf ihre Zeit in Berlin freuen. Gleichzeitig arbeiten wir als Landesverband täglich daran, die Bedingungen für inklusiven Sport in unserer Stadt zu verbessern und hoffen natürlich, dass uns die Weltspiele einen Schub geben werden.”",0.3045666495732676
422,Einen Besuch bei den Elbe Werkstätten.,"Verena Senger, Hockeyspielerin und Teil der deutschen Delegation bei den Weltspielen: „Ich freue mich sehr auf die Weltspiele in Berlin. Hockey ist meine Leidenschaft und meinen Sport im Juni in Berlin spielen zu können und gegen andere Länder anzutreten, ist sehr aufregend.”",0.5502662416484075
423,Einen Grill-Abend bei der Evangelischen Stiftung Alsterdorf Das sind die Sportler aus Hamburg,Das Hamburger Team für die Special Olympics World Games auf einen Blick: Sportart Vorname,0.49839147208565754
424,Verena Senger (Hockey),Name Hockey Verena Senger,0.3508155821521403
425,Tom Krohn (Hockey),Athletin Hockey Tom Krohn,0.4033998586793242
426,Stefan Schlehahn (Hockey),Athlet Hockey Stefan Schlehahn,0.19540720132167305
427,Timo Hampel (Tennis),Athlet Tennis Timo Hampel,0.3199730960485199
429,"Gina Hampel (Tennis, Unified Partnerin)",Tennis Gina Hampel Unified Partnerin,0.40958303093959686
430,Clara Bekiel (Leichtathletik),Leichtathletik Clara Bekiel,0.20386134285109095
431,Christoph Brügge (Leichtathletik),Athletin Leichtathletik Christoph Brügge,0.15600586124748697
432,Robert Glowczewski (Leichtathletik),Athlet Leichtathletik Robert Glowczewski,0.15078225738119705
433,Tatjana Stark (Leichtathletik),Athlet Leichtathletik Tatjana Stark,0.1564534313576543
434,Agnes Wessalowski (Leichtathletik),Athletin Leichtathletik Agnes Wessalowski,0.04290551068159558
435,Mustafa Yilmazer (Leichtathletik),Athletin Leichtathletik Mustafa Yilmazer,0.19659606869572982
436,Andrea Sperlich (Reiten),Athlet Reiter Andrea Sperlich,0.038116257361074865
437,Leo Heckel (Freiwasserschwimmen),Athletin Freiwasserschwimmen Leo Heckel,0.24448347382041333
439,"Adrian Schlüter (Freiwasserschwimmen, Unified Partner)",Freiwasserschwimmen Adrian Schlüter Unified Partner,0.3741971938845213
440,Info: Ein Computer hat diesen Text in Leichte Sprache übertragen.,"Rückfragen der Medien: Behörde für Inneres und Sport Daniel Schaefer, Pressesprecher Telefon: 040 42839 2673 E-Mail: pressestelle@bis.hamburg.de",0.4273540390618345
441,Der Text ist nicht durch Menschen mit Behinderungen geprüft worden. Sie können hier dazu mehr lesen.,Special Olympics Hamburg Marcus von Zmuda Telefon: 0177 – 3131 653 E-Mail: marcus.von.zmuda@hamburg.specialolympics.de,-0.25637680838109445
442,Es gibt einen Weihnachts-Markt vor dem Rat-Haus. Ein Weihnachts-Markt ist ein Markt mit vielen Hütten .,Historischer Weihnachtsmarkt,0.2798163122658214
443,In diesen Hütten gibt es Essen.,Öffnungszeiten täglich 11 bis 21 Uhr,-0.09426730108525991
444,Und Trinken .,Termin(e),-0.3723465486947751
445,Es gibt auch viele Sachen von Künstlern. Und von Handwerkern .,21. November bis 23. Dezember 2022 Weitere Infos Kunsthandwerk vor historischer Kulisse,-0.02254380047158361
446,Es gibt dort zum Beispiel: Spielzeug für Kinder aus Holz Lebkuchen aus Nürnberg,Der beliebte und weithin bekannte Weihnachtsmarkt vor der historischen Kulisse des Hamburger Rathauses wird von Roncalli betrieben.,0.27901590188747066
447,Glüh-Wein,"Er steht unter dem Motto ""Kunst statt Kommerz"". Neben einer Spielzeuggasse gibt es Kunsthandwerk und Holzschnitzereien u.a. aus Tirol und noch viel mehr zu bestaunen und natürlich auch zu kaufen.",0.0
448,Der Weihnachts-Markt ist vom 21. November bis zum 23. Dezember 2022 .,"Statt Popcorn gibt es hier Nürnberger Lebkuchen, statt Plastikzeugs Kunsthandwerk und ausgefallene Geschenkideen.",-0.07178547910822053
449,Die Menschen finden den Markt toll. Jedes Jahr kommen fast 3 Millionen Besucher zum Markt. Das sind mehr Menschen als in Hamburg wohnen.,Es wird auch ein eigener Rathausmarkt-Glühwein ausgeschenkt. Die Hamburger und Hamburg-Besucher lieben den Markt: Fast drei Millionen Besucher werden Jahr für Jahr gezählt.,0.8117827476261007
450,Der fliegende Weihnachts-Mann,"Fliegender Weihnachtsmann, Pferdekarussell, Marktgendarm Rudi",0.029236057124514075
451,Dieses Jahr gibt es wieder einen fliegenden Weihnachts-Mann .,Nach drei Jahren ist diesmal der fliegende Weihnachtsmann wieder dabei.,0.6308006073500034
452,Der Weihnachts-Mann fliegt über den Markt: In einem Schlitten. Der Weihnachts-Mann erzählt dabei eine Geschichte. Er erzählt die Geschichte von Rudolf dem Rentier .,"Über den Köpfen der Besucher fliegend, wird er dreimal täglich die Geschichte von Rudolf dem Rentier erzählen. Auch das historische Pferdekarussell aus dem Jahr 1927 und die Attraktion „Käthe Wohlfahrts Weihnachtswelt“, sowie der populäre Marktgendarm Rudi, kehren wieder auf den Weihnachtsmarkt zurück.",0.7466080920806407
453,Das macht er dreimal am Tag.,"80 Stände Die Besucher können sich auf 80 Stände mit gastronomischem und kunsthandwerklichen Angeboten freuen. Zudem gibt es dieses Jahr zwei Pop-Up-Hütten, die von lokalen Händlern für eine Woche angemietet werden können.",0.2068139400545818
454,Der umwelt-freundliche Weihnachts-Markt,Grüner Weihnachtsmarkt,0.1689354629772061
455,Der Weihnachts-Markt bekommt nur Öko-Strom .,Der Weihnachtsmarkt wird zu 100 Prozent mit Ökostrom beliefert.,0.6458529265303481
456,Das ist umwelt-freundlicher Strom. Die Lichter-Ketten haben moderne Lichter. Diese Lichter brauchen viel weniger Energie als andere Lichter.,Moderne LED-Lichterketten sparen bei der Beleuchtung rund 80 Prozent Energie.,0.499113722540856
457,Ab 23 Uhr nachts werden die Lichter ausgemacht.,Zudem wird die Beleuchtung ab 23 Uhr abgeschaltet. Plastikverpackungen sind tabu.,0.8043836369633498
458,Die Weihnachts-Parade,"Getränke und Speisen werden entweder in Pappschalen oder auf Papier, oder in einem an ein Pfandsystem angeschlossenes Mehrweggeschirr ausgegeben.",0.04143937397598374
459,Es gibt eine Weihnachts-Parade.,Die beliebten weihnachtlichen Glühweintassen gibt es allerdings nach wie vor.,0.7171826558780742
460,Die Weihnachts-Parade ist eine Veranstaltung : Es gehen verkleidete Menschen durch die Mönckebergstraße .,Diese können auch gekauft werden. Weihnachtsparade,0.5148348049094603
461,Die Mönckebergstraße ist eine große Einkaufs-Straße in Hamburg. Die Menschen sind als Märchen-Figuren verkleidet. Zum Beispiel:,Auch die beliebte Weihnachtsparade an den vier Advents-Samstagen jeweils um 14 und 17 Uhr findet dieses Jahr wieder statt. Die Weihnachtsparade verzaubert die Mönckebergstraße in eine einzigartige Märchenwelt.,0.5954543993166219
462,Engel Elfen Eis-Königinnen Wichtel,"Engel, Elfen und Eisköniginnen tanzen durch die Mö.",0.2703241807847653
463,Rentiere Schnee-Männer Die Menschen tanzen dabei.,"Wichtel, Rentiere, Schnee- und Weihnachtsmänner eskortieren die prächtig geschmückten Schlitten und Umzugswagen und ziehen Groß und Klein in den Bann.",0.7225604070460848
464,Und der Weihnachts-Mann winkt von seinem Schlitten zu den Menschen. Die Veranstaltung ist jeden Advents-Samstag .,"Highlight jedes Umzuges ist der Weihnachtsmann, der fröhlich von seinem mit Geschenken bepackten Rentierschlitten in die Menge winkt.",0.7783956635328808
465,Sie ist um 14 Uhr und 17 Uhr nachmittags . Info: Ein Computer hat diesen Text in Leichte Sprache übertragen. Der Text ist nicht durch Menschen mit Behinderungen geprüft worden. Sie können hier dazu mehr lesen.,Alle Weihnachtsmärkte in Hamburg in der Übersicht,0.22956824745128393
466,Sie können hier wichtige Infos lesen über den Hamburger DOM: Das ist der Hamburger-DOM. Das kann man machen auf dem DOM. Die Termine.,"Erfolgreicher Frühlingsdom mit 1,5 Millionen Gästen",0.03194172291759286
467,Die Öffnungs-Zeiten. Wichtige Adressen. Der Hamburger DOM ist ein großes Volks-Fest Der Hamburger DOM ist das größte Volks-Fest in Nord-Deutschland .,"Erfolgreicher Start in die Volksfestsaison: Mit 1,5 Millionen Gästen auf dem Frühlingsdom wurden rund 300.000 Menschen mehr als im vergangenen Jahr gezählt.",0.4057621905595147
468,Der Hamburger Dom ist auf dem Heiligen-Geist-Feld. Sie können viele Sachen machen auf dem Hamburger DOM: Sie können besondere Sachen Essen und Trinken.,Insbesondere die Geburtstagsparade und die Osteraktion über zwei Tage erfreuten sich großer Beliebtheit und wurden von vielen Familien besucht.,0.5522293504874036
469,Sie können Achterbahn fahren. Sie können viele Sachen ansehen. Die Termine 2023 Frühlings-DOM: 24. März bis 23. April 2023,"Insgesamt sorgten 252 Schaustellerbetriebe vom 24. März bis zum 23. April 2023 für tolle Erlebnisse, puren Nervenkitzel und romantische Momente auf dem Frühlingsdom.",0.585166648278193
470,Die Öffnungs-Zeiten vom Frühlings-Dom Montags bis donnerstags von 15 Uhr nachmittags bis 23 Uhr abends. Freitags und sonnabends 15 Uhr nachmittags bis 24 Uhr nachts. Sonntags 14 Uhr nachmittags bis 23 Uhr abends.,"Mit dabei waren drei DOM-Neuheiten: Heroes, Hotel Edelweiss und The Grand Carousel.",0.048081588458068904
471,"Achtung! Andere Öffnungs-Zeiten: Am Donnerstag, 6. April: Von 15 Uhr nachmittags bis 24 Uhr abends. Karfreitag, 7. April, bleibt der Dom geschlossen",Der nächste Hamburger DOM findet im Sommer statt.,0.15274721768348304
472,"Ostersonntag, 9. April: Von 14 Uhr nachmittags bis 24 Uhr abends. Ostermontag, 10. April: Von 14 Uhr nachmittags bis 23 Uhr abends. Sommer-DOM: 21. Juli bis 20. August 2023",Vom 21. Juli bis zum 20. August können Besucherinnen und Besucher dann wieder Highlights für alle Generationen auf dem Sommerdom entdecken.,0.31638736538388623
473,Veranstaltungs-Ort Heiligengeistfeld 20359 Hamburg Familientag: Es gibt jeden Mittwoch billigere Preise für alle Besucher.,Volksfest mit Tradition,0.1156601435272127
474,Sie können mehr Infos über den Familien-Tag lesen im Internet unter: www.hamburg.de/dom/1520256/dom-familientag/ Müll-Vermeidung auf dem DOM Der Hamburger DOM will Müll vermeiden.,"Insgesamt dreimal im Jahr geht es rund auf dem Heiligengeistfeld: Im Frühjahr, Sommer und im Winter findet hier der Hamburger DOM statt!",0.5676360133906313
475,Zum Beispiel Kaffee-Becher für Kaffee zum Mitnehmen. Man sagt auch: Coffee-to-go.,Gegründet im 11. Jahrhundert ist es inzwischen das größte Volksfest des Nordens und begeistert Millionen von Besuchern jährlich.,0.23534599141545567
476,Der Hamburger DOM macht darum mit bei RECUP. So spricht man das: re kap RECUP gibt es in ganz Deutschland.,"Mit spannenden Attraktionen, rasanten, Achterbahnen, gruseligen Geisterbahnen, nostalgischen Fahrgeschäften, Spielgeschäften und mehr bietet der Hamburger DOM Unterhaltung pur für jeden Geschmack.",0.5997672946320146
477,Über Tausend Partner machen mit bei RECUP. So funktioniert RECUP: Kunden bezahlen 1 Euro Pfand für ihren Coffee-to-go-Becher. Sie bekommen immer 1 Euro Pfand zurück für den Becher.,"Kinder können sich auf die Familien-Achterbahn freuen, in den Hanse-Train einsteigen oder Fahrten in Attraktionen mit Mini-Hubschraubern, fliegenden Autos und Ufos erleben.",0.45021597996157187
478,Man kann den Becher überall in Deutschland zurückgeben: Bei den Partner von RECUP. Sie können den Becher natürlich auch auf dem DOM zurückgeben. Oder bei den RECUP-Partnern in Hamburg.,Neben vielfältigen Klassikern und Highlights werden immer wieder spektakuläre Hamburg-Neuheiten und Weltpremieren präsentiert.,0.6583652624842117
479,Sie können im Internet sehen: Wo ein RECUP-Partner ist in Ihrer Nähe. Die Internet-Adresse ist www.RECUP.de Informationen zur Barriere-Freiheit auf dem DOM,Mehr als 200 Schausteller,0.04932663781137292
480,Sie können im Internet Infos lesen über die Barriere-Freiheit auf dem DOM. Sie finden zum Beispiel Infos über: Barriere-freie Geschäfte.,"Auf der 1,6 Kilometer langen DOM-Meile reihen sich mehr als 200 Schausteller aneinander und richten sich mit einer bunten Mischung aus Karussells, Belustigungsgeschäften, Imbissbetrieben, Bäckereien und Süßwarenläden an die Besucher.",0.460059994291354
481,Barriere-freie Toiletten,"Von der klassischen Bratwurst bis hin zu sauren Gurken, von den beliebten Hamburger Schmalzkuchen bis hin zu holländischen Poffertjes gibt es, was das Herz begehrt.",0.3039878437122008
482,Die Internet-Adresse ist: www.hamburg.de/dom/13161820/barrierefreiheit/,"Ob Glühwein und Grog im Winter, Cocktails und Bier im Sommer - die DOM-Gastronomie lädt zum gemütlichem Beisammensein ein.",-0.2424226436946688
483,Wichtige Telefon-Nummern Veranstalter vor Ort: 040 42841-2897,Termine für die nächsten DOM-Veranstaltungen 2023:,0.39253836007739906
484,Polizei und Fund-Büro: 040 42865-1660 Man sagt dazu auch: DOM-Wache. Zentrale Fund-Büro von der Stadt Hamburg: 040 42811-3501 Die Internet-Adresse ist www.hamburg.de/altona/fundbuero Hunde sind nicht erlaubt auf dem DOM Hund sind nicht erlaubt auf dem DOM.,Sommerdom 2023: 21. Juli bis 20. August 2023,-0.017998803804450694
485,Ausnahme: Blinden-Hunde und Dienst-Hunde dürfen auf dem DOM sein.,Winterdom 2023: 10. November bis 10. Dezember 2023,-0.13766210313415672
486,Die Regeln für Hunde stehen im Gesetz zur Aufrechterhaltung der öffentlichen Sicherheit und Ordnung auf Märkten und Volksfesten vom 6. März 1985. Wussten Sie schon? Der Hamburger Dom heißt Dom: Weil die Veranstaltung vor vielen Hundert Jahren im Marien-Dom von Hamburg war. Wer hat den Text in Leichter Sprache gemacht?,Hamburger DOM,0.11771701096162497
487,"Büro für Leichte Sprache Köln E-Mail: info@leichte-sprache.koeln Kirsten Scholz hat den Text in Leichter Sprache geschrieben und die Bilder gemalt. Dirk Stauber, Sandra Mambrini und Wolfgang Klein haben den Text auf Leichte Sprache geprüft.",Aktuelle Informationen | Bummel der DOM-Bär | DOM-Attraktionen | Familientag | Bilder und Videos zum DOM | DOM-Geländeplan | DOM-Geschichte | Service und Öffnungszeiten | DOM-Termine |,-0.23519855804915932
488,Der Hamburger Hafen feiert seinen Geburtstag jedes Jahr. Der Hafen-Geburtstag ist das größte Hafen-Fest der Welt . Es gibt sehr viele Sachen auf dem Hafen-Fest zu sehen. Es gibt viele alte und moderne Schiffe .,"Es ist schwer absehbar, wie sich die Pandemie bis Anfang Mai 2022 entwickeln wird.",0.7635856116563612
489,Es gibt besondere Sachen zu Essen und zu Trinken . Es gibt Veranstaltungen mit Musik . Es gibt ein großes Feuerwerk . Der Hafen-Geburtstag im Jahr 2023 ist vom Freitag 5. Mai bis zum Sonntag 7. Mai 2023 .,"Mit hoher Wahrscheinlichkeit ist aber davon auszugehen, dass keine pandemische Situation erreicht wird, die eine Großveranstaltung wie den HAFENGEBURTSTAG HAMBURG erlaubt.",0.47314217049195145
490,​​​​​​​Die Schiffe auf dem Hafen-Geburtstag Schiffe sind sehr wichtig für Hamburg.,"Anforderungen für eine unter Infektionsgesichtspunkten sichere Durchführung der Veranstaltung, wie Abstandsregelungen oder Zugangskontrollen zum Veranstaltungsgelände sind bei diesem Veranstaltungsformat nicht erfüllbar.",0.7459010111758461
491,Viele Schiffe komme darum zum Hafen-Geburtstag. Sie können viele Schiffe auf dem Hafen-Geburtstag sehen: Die Sie sonst nicht sehen können. Zum Beispiel alte Segel-Schiffe. Alle Schiffe kommen am Anfang vom Hafen-Geburtstag in den Hafen.,"Anders als bei dem ebenfalls durch die Behörde für Wirtschaft und Innovation veranstaltetem Volksfest „Hamburger DOM“, welches zu Pandemiezeiten auf einer eingrenzbaren, zugangskontrollierten Veranstaltungsfläche des Heiligengeistfeldes stattfinden kann, erstreckt sich das Gelände des größten Hafenfestes der Welt kilometerweit durch stark belebten urbanen Raum mit Anwohnern, Geschäften, Büros und normal weiterlaufendem Verkehr.",0.6514716857230545
492,Hier können Sie mehr Infos über die Veranstaltungen lesen: https://www.hamburg.de/hafengeburtstag-highlights/2053992/einlaufparade-und-auslaufparade/ Es gibt auch eine besondere Veranstaltung.,"Senator Michael Westhagemann: „Vor dem Hintergrund einer im Mai sehr geringen Durchführungswahrscheinlichkeit aufgrund der schwer einschätzbaren pandemischen Entwicklung, wäre es unverantwortlich gegenüber allen Akteuren, Partnern und Unternehmen weitere Kosten und erhebliche Arbeitsaufwände zu produzieren.",0.4798333662796719
493,Die Veranstaltung heißt Schlepper-Ballett. Schlepper sind besondere Schiffe. Schlepper ziehen andere Schiffe. Schlepper fahren beim Schlepper-Ballett zu Musik auf dem Wasser.,"Die verantwortungsvollste Entscheidung ist daher, das größte Hafenfest der Welt vorerst abzusagen.",0.6365899610362186
494,Die Schlepper fahren besondere Muster. Die Muster sehen aus wie ein Tanz. Sehr viele Menschen sehen sich diese Veranstaltung jedes Jahr an. Das Schlepper-Ballett gibt es nur in Hamburg .,"Wir prüfen aktuell intensiv die Verlegung in den Spätsommer und erwarten hierzu bis Ende März ein Ergebnis, ob dies gemeinsam mit den zahlreichen Partnern des Hafengeburtstages realisierbar ist.",0.7090039981303963
495,Hier können Sie mehr Infos über das Schlepper-Ballett lesen: https://www.hamburg.de/hafengeburtstag-highlights/2053982/schlepperballet/ Das große Feuerwerk Es gibt ein großes Feuerwerk auf den Hafen-Geburtstag. Man sagt auch AIDA-Feuerwerk dazu.,"Auch für den Fall, dass diese Prüfung hinsichtlich der grundsätzlichen Umsetzbarkeit positiv ausfallen sollte, steht natürlich auch ein Termin im Spätsommer weiter unter dem Vorbehalt der Pandemie-Entwicklung.“",0.5635722021089362
496,AIDA spricht man a ih da Das Feuerwerk ist über dem Hafen . Viele Leute sehen es sich jedes Jahr an. Sie sind herzlich eingeladen: Es auch anzusehen. Das Feuerwerk ist am Samstag um 22 Uhr 30 nachts.,Das mit jährlich mehr als eine Million Teilnehmerinnen und Teilnehmern größte Hafenfest der Welt benötigt aufgrund der Vielzahl der Programmangebote und der äußerst komplexen Logistik einen erheblichen zeitlichen Planungsvorlauf.,0.43633209244983295
497,Hier können Sie mehr Infos über das Feuerwerk lesen: https://www.hamburg.de/hafengeburtstag-highlights/2054192/feuerwerk/ Wer hat den Text in Leichter Sprache gemacht?,"In die Planungen sind eine Vielzahl privater und staatlicher Akteure eingebunden, die ebenso wie zahlreiche Unternehmen der Tourismus- und Transportbranche oder die üblicherweise rund 300 teilnehmenden Schiffe Planungssicherheit benötigen.",0.31059645133119224
