,Source,link_leicht,URL,sents_leicht,sents_standard
395,P_manually,,zwischenbericht,"Den FuB-Beirat gibt es in Nagold, Calw, Herrenberg und Sindelfingen. Was macht der FuB-Beirat? Der FuB-Beirat fragt Mitarbeiter und Mitarbeiterinnen nach ihrer Meinung.","Hierzu macht er unter anderem verschiedene Umfragen, die vorher mit Hilfe des iPads vorbereitet werden. Die Ergebnisse der Umfragen werden meist in den FuB-Beiratssitzungen, zu welchen alle FuB-Beiräte aus den Regionen Calw, Nagold, Herrenberg und Sindelfingen zusammenkommen vorgestellt."
396,P_manually,,zwischenbericht,Der FuB-Beirat gibt die Meinungen und Wünsche an die Leitung weiter. Der Fub-Beirat führt Besucher durch den FuB.,Des weiteren bereitet der FuB-Beirat Führungen für Besucher durch den FuB vor und führt diese durch. Auch bei offiziellen Veranstaltungen werden die FuBs durch die FuB-Beiräte vertreten.
397,P_manually,,zwischenbericht,Der FuB-Beirat ist bei Bewerbungs-Gesprächen dabei.,"Eine weitere wichtige Aufgabe des FuB-Beirats ist es, bei Bewerbungsgesprächen anwesend zu sein."
398,P_manually,,zwischenbericht,Der FuB-Beirat sagt seine Meinung zu Umbau-Maßnahmen.,"Hier, wie auch bei der Gestaltung der Räumlichkeiten von Neu- und Umbauten hat der FuB-Beirat Mitspracherecht."
399,P_manually,,zwischenbericht,Der FuB-Beirat schreibt über seine Arbeit im „Aktuell“ Magazin.,Der FuB-Beirat verfasst außerdem Berichte über deren Tätigkeit für das Campus Mensch Magazin „Aktuell“. Beirat Berufliche Bildung
400,P_manually,,zwischenbericht,Zwei Teilnehmer haben eine besondere Aufgabe:,"Der Beirat Berufliche Bildung vertritt die Anregungen und Interessen der Teilnehmerinnen und Teilnehmer im Berufsbildungsbereich (BBB) gegenüber den Bildungsbegleiterinnen und Bildungsbegleitern und den Leitungen. Der Beirat Berufliche Bildung ist im Wesentlichen als Ansprechpartner für die Belange der Teilnehmerinnen und Teilnehmer tätig. Kernaufgabe unserer Tätigkeit ist das konstruktive Rückmelden von Wünschen, Anregungen und neuen Ideen, gegenüber den Bildungsbegleiterinnen und Bildungsbegleiter sowie der Leitung. Wer ist das?"
401,P_manually,,zwischenbericht,Sie vertreten die FuB-Mitarbeiter im Teilhabe-Beirat im Landkreis Böblingen.,"Wir sind Teilnehmerinnen und Teilnehmer des Eingangsverfahrens (EGV) und des Berufsbildungsbereiches (BBB) der GWW-Regionen Heckengäu / Schönbuch und Nordschwarzwald. Unterstützt werden wir durch eine Vertrauensperson, die wir selber wählen. Die Vertrauensperson ist mit den Abläufen der GWW vertraut und unterstützt den Beirat Berufliche Bildung. Die Vertrauensperson gehört nicht der Leitungsebene oder dem Betriebsrat an."
402,P_manually,,zwischenbericht,Frauenbeauftragte und Männerbeauftragte In jeder Werkstatt sind Beauftragte.,"Was wir wie machen Der Beirat Berufliche Bildung trifft sich 4-5-mal standortübergreifend im Jahr. Dort werden die Wünsche, Kritiken und neue Ideen der Kollegen besprochen und im Anschluss entsprechende Vorschläge den Bildungsbegleiterinnen und Bildungsbegleitern sowie den Leitungen vorgetragen und erörtert."
403,P_manually,,zwischenbericht,Es gibt:,"Wir sind im Alltag Ansprechpartner auf Augenhöhe und unterstützen z.B. beim Beschwerdemanagement. Wir vertreten aufkommende Wünsche und Probleme unserer Kollegen gegenüber den Bildungsbegleitern und der Leitung, sind Sprachrohr/ Vermittler mit dem Ziel einer guten Zusammenarbeit und einer guten beruflichen Qualifizierung im Berufsbildungsbereich für jede Teilnehmerin und jeden Teilnehmer. Der Beirat Berufliche Bildung wird an der Weiterentwicklung des BBB beteiligt. Der 1. Vorsitzende des Beirats und seine Vertretung haben zudem folgende Aufgaben:"
404,P_manually,,zwischenbericht,Frauen-Beauftragte für Frauen. Männer-Beauftragte für Männer. Beauftragte werden gewählt.,"Vorstellung des Berufsbildungsbereiches und des Beirats Berufliche Bildung für neue Personalmitarbeiter in der GWW, mehrmals jährlich."
405,P_manually,,zwischenbericht,Die Mitarbeiter von der Werkstatt wählen sich untereinander.,Einmal jährlich Teilnahme an einer übergreifenden Sitzung mit allen Beiratsgremien der GWW und dem Werkstattrat. Teilnahme am jährlichen Audit des Berufsbildungsbereichs.
406,P_manually,,zwischenbericht,Was machen die Frauenbeauftragten und Männerbeauftragten?,Frauenbeauftragte und Männerbeauftragte Die Frauen- und Männerbeauftragten setzten sich für die Rechte von Frauen und Männer in der Werkstatt ein.
407,P_manually,,zwischenbericht,In der Werkstatt gibt es Rechte. Das sind Gesetze. Jeder muss sie befolgen.,Sie selbst sind Beschäftigte in der Werkstatt für behinderte Menschen. Wer ist das?
408,P_manually,,zwischenbericht,Damit jeder das tut sorgen die Beauftragten dafür. Die Frauenbeauftragten sorgen für,Die Frauen- und Männerbeauftragten wurden von ihren Kolleginnen und Kollegen gewählt.
409,P_manually,,zwischenbericht,die Frauen-Rechte. Die Männerbeauftragten sorgen für die Männer-Rechte.,Ihr Einsatzgebiet sind die Standorte der GWW.
410,P_manually,,zwischenbericht,Für die Beauftragten gibt es eine Vertrauens-Person.,Die Beauftragten erhalten Unterstützung durch eine Vertrauensperson.
411,P_manually,,zwischenbericht,Die Vertrauens-Person unterstützt und berät sie.,"Die Vertrauensperson kennt sich mit den gesetzlichen Regelungen aus und berät, schult und unterstützt die Beauftragten in ihrem Amt."
412,P_manually,,zwischenbericht,Wie machen das die Frauenbeauftragten und Männerbeauftragten? Die Beauftragten:,Was machen die Frauenbeauftragten und Männerbeauftragten? Die Frauenbeauftragten setzten sich für die Rechte der Frauen ein.
413,P_manually,,zwischenbericht,hören sich die Probleme der Interne Kunden an.,Die Männerbeauftragten setzen sich für die Rechte der Männer ein.
414,P_manually,,zwischenbericht,machen Angebote in der Werkstatt. dürfen niemand die Geheimnisse der Internen Kunden erzählen. treffen sich und suchen gemeinsam nach Lösungen. Für welche Rechte sorgen sie?,Gleichstellung von Frauen und Männern: Frauen und Männer sollen gleiche Rechte haben
415,P_manually,,zwischenbericht,Arbeit und Familie: Arbeitszeit und Familie,Vereinbarkeit von Arbeit und Familie: Arbeitszeiten und Familie sollen gut zusammenpassen
416,P_manually,,zwischenbericht,sollen zusammen passen. Schutz vor Gewalt: Gewalt ist verboten.,"Schutz vor Gewalt: Es soll keine Gewalt gegen Frauen/Männer geben: keine körperliche, sexuelle, seelische Gewalt"
417,P_manually,,zwischenbericht,Dazu gehört,Was machen die Frauenbeauftragten und Männerbeauftragten?
418,P_manually,,zwischenbericht,Körperliche Gewalt Sexuelle Gewalt Seelische Gewalt,Die Frauenbeauftragten setzten sich für die Rechte der Frauen ein. Die Männerbeauftragten setzen sich für die Rechte der Männer ein.
419,P_manually,,zwischenbericht,Gleiche Rechte für alle: Frauen und Männer sollen,Gleichstellung von Frauen und Männern: Frauen und Männer sollen gleiche Rechte haben
420,P_manually,,zwischenbericht,gleiche Rechte haben.,"Vereinbarkeit von Arbeit und Familie: Arbeitszeiten und Familie sollen gut zusammenpassen Schutz vor Gewalt: Es soll keine Gewalt gegen Frauen/Männer geben: keine körperliche, sexuelle, seelische Gewalt"
421,P_manually,,zwischenbericht,Projektansatz,Projektansatz
422,P_manually,,zwischenbericht,,"Für Schüler/innen der Abgangsklassen bestehen gute Einstiegschancen, wenn sie mit einer guten Allgemeinbildung, einer hohen Motivation und angemessenem Sozialverhalten in die Berufsorientierung bzw. Berufswahl starten."
423,P_manually,,zwischenbericht,"Für die Schüler, die ihren Schulabschluss noch nicht bestehen, ist es viel schwieriger, einen guten Ausbildungsplatz zu finden.","Schüler, deren Ausbildungsreife zweifelhaft oder noch nicht besteht, häufig Teilnehmer in Übergangsmaßnahmen, haben es um ein Vielfaches schwerer einen passenden Ausbildungsplatz zu finden. Viele befinden sich in einem Übergangssystem, einige kommen dort gar nicht an bzw. fallen wieder heraus."
424,P_manually,,zwischenbericht,"Mit dem Projekt Chance können sich junge Menschen bei der GWW, 1a Zugang und Femos","Mit dem Projekt Chance soll das breite Angebot von Qualifizierungs-/Ausbildungsmöglichkeiten der Unternehmen GWW Sindelfingen, 1a Zugang Beratungsgesellschaft und Femos für junge Menschen mit erhöhten Vermittlungshemmnissen geöffnet werden."
425,P_manually,,zwischenbericht,auf eine Ausbildung vorbereiten.,Eine ressourcenorientierte bedarfsgerechte Qualifizierung bei „Echtarbeit“ kann hierdurch ermöglicht werden – eine Chance für den beruflichen Einstieg. Das Teilhabeprojekt Chance ist beendet. Weitere Informationen finden Sie unter dem Ergebnis.
426,P_manually,,zwischenbericht,Fortschritt,Fortschritt
427,P_manually,,zwischenbericht,Grundfertigkeiten lernen am AP 22,Grundfertigkeiten lernen am AP 22
428,P_manually,,zwischenbericht,Seit diesem Jahr arbeitet das Projekt Chance eng mit dem neuen Bereich der Fahrzeugrestauration des GWW-Werks Sindelfingen zusammen.,Seit diesem Jahr arbeitet das Projekt Chance eng mit dem neuen Bereich der Fahrzeugrestauration des GWW-Werks Sindelfingen zusammen.
429,P_manually,,zwischenbericht,Der nächste Porsche-Schlepper des Typ AP 22 wird restauriert.,Der nächste Porsche-Schlepper des Typ AP 22 wird restauriert.
430,P_manually,,zwischenbericht,Weitere Restaurationen sind in Planung.,Weitere Restaurationen sind in Planung.
431,P_manually,,zwischenbericht,Die neuen Teilnehmer des Projektes lernen metallische Grundfertigkeiten und zeigen soziale Kompetenzen.,Die neuen Teilnehmer des Projektes lernen metallische Grundfertigkeiten und zeigen soziale Kompetenzen.
432,P_manually,,zwischenbericht,Die Begutachtung und Zerlegung des Schleppers waren wiederum die anfänglichen Arbeiten in den ersten Wochen der Restauration.,Die Begutachtung und Zerlegung des Schleppers waren wiederum die anfänglichen Arbeiten in den ersten Wochen der Restauration.
433,P_manually,,zwischenbericht,"Sämtliche Bauteile und Baugruppen wurden gründlich auf Zustand und Funktion geprüft, arbeitssicherheitsrelevante Prozesse wurden unter die Lupe genommen.","Sämtliche Bauteile und Baugruppen wurden gründlich auf Zustand und Funktion geprüft, arbeitssicherheitsrelevante Prozesse wurden unter die Lupe genommen."
434,P_manually,,zwischenbericht,"In den darauffolgenden Wochen wurden Ersatzteile beschafft, Fahrzeugteile und Baugruppen zerlegt, repariert und neu abgedichtet.","In den darauffolgenden Wochen wurden Ersatzteile beschafft, Fahrzeugteile und Baugruppen zerlegt, repariert und neu abgedichtet."
435,P_manually,,zwischenbericht,"Sämtliche Fahrzeugteile wurden vom alten Lack befreit und sorgfältig entrostet, sandgestrahlt und abschließend grundiert.","Sämtliche Fahrzeugteile wurden vom alten Lack befreit und sorgfältig entrostet, sandgestrahlt und abschließend grundiert."
436,P_manually,,zwischenbericht,Der Aufbau einer anerkannten Teilqualifizierung/IHK befindet sich in der Entwicklung.,Der Aufbau einer anerkannten Teilqualifizierung/IHK befindet sich in der Entwicklung.
437,P_manually,,zwischenbericht,Erfreulich ist die Gewinnung weiterer bürgerschaftlich engagierte Personen zur Unterstützung des Projektes.,Erfreulich ist die Gewinnung weiterer bürgerschaftlich engagierte Personen zur Unterstützung des Projektes.
438,P_manually,,zwischenbericht,Ziel des Projekts,Ziel des Projekts
439,P_manually,,zwischenbericht,Die Teilnehmer lernen spezielle Arbeiten Schritt für Schritt.,"Den Projektteilnehmer werden Schritt für Schritt in speziell ausgewählten Tätigkeitsfeldern der GWW, der Femos und 1a Zugang Grundfertigkeiten des jeweiligen Berufsfeldes vermittelt."
440,P_manually,,zwischenbericht,"Die Teilnehmer werden unterstützt, dann können sie an einen Ausbildungsplatz","Die Teilnehmer werden bei Arbeit qualifiziert und bezüglich der Entwicklung einer Ausbildungsreife unterstützt, so dass sie im Anschluss an das Projekt auf einen Ausbildungsplatz oder in eine berufsbildende Maßnahme vermittelt werden können. Den Teilnehmern bietet das Projekt von der Möglichkeit einer beruflichen Orientierung über die Möglichkeit des Aneignens von berufsausbildungsspezifischen Qualifizierungsinhalten bis zum Absolvieren einer Ausbildung. Das flexible System kann auf individuelle Bedarfslagen reagieren und sich entsprechend anpassen."
441,P_manually,,zwischenbericht,oder in eine Berufsausbildung vermittelt werden.,Über Kooperationen mit Unternehmen und Handwerksbetrieben werden erforderliche Praktikums- und Ausbildungsplätze akquiriert.
442,P_manually,,zwischenbericht,Umsetzung,Umsetzung
443,P_manually,,zwischenbericht,Berufsfeld Lagerlogistik,Berufsfeld Lagerlogistik
444,P_manually,,zwischenbericht,Entsprechend zur Phase 1 sollen mit diesem Projekt die Arbeitsfelder der GWW im Hinblick auf Lagerlogistik für externe Projektteilnhmer geöffnet und Qualifizierungsmöglichkeiten geschaffen und angeboten werden.,Entsprechend zur Phase 1 sollen mit diesem Projekt die Arbeitsfelder der GWW im Hinblick auf Lagerlogistik für externe Projektteilnhmer geöffnet und Qualifizierungsmöglichkeiten geschaffen und angeboten werden.
445,P_manually,,zwischenbericht,"Die Erstellung und Anwendung eines landesweiten Leitfadens zur ""Qualifizierung von Menschen mit Behinderung - Qualifizierungsbausteine und Teilqualifizierung am Beispiel Lagerlogistik soll die Möglichkeit eröffnen, für die Zielgruppe andere, bislang nicht offenstehende Berufsfelder der beruflichen Bildung zu erschließen.","Die Erstellung und Anwendung eines landesweiten Leitfadens zur ""Qualifizierung von Menschen mit Behinderung - Qualifizierungsbausteine und Teilqualifizierung am Beispiel Lagerlogistik soll die Möglichkeit eröffnen, für die Zielgruppe andere, bislang nicht offenstehende Berufsfelder der beruflichen Bildung zu erschließen."
446,P_manually,,zwischenbericht,"Weitere Informationen erhalten Sie über unsere Infobroschüre Chancen durch Vielfalt (PDF, 843 KB)","Weitere Informationen erhalten Sie über unsere Infobroschüre Chancen durch Vielfalt (PDF, 843 KB)"
447,P_manually,,zwischenbericht,"Das Projekt Chance durch Vielfalt wird unterstützt durch das Ministerium für Arbeit und Sozialordnung, Familie, Frauen und Senioren aus den Mitteln des Landes Baden-Württemberg.","Das Projekt Chance durch Vielfalt wird unterstützt durch das Ministerium für Arbeit und Sozialordnung, Familie, Frauen und Senioren aus den Mitteln des Landes Baden-Württemberg."
448,P_manually,,zwischenbericht,Ergebnis,Ergebnis
449,P_manually,,zwischenbericht,Das Projekt „Chance“ wurde am 31.12.2014 erfolgreich beendet.,Das Teilhabeprojekt „Chance“ wurde am 31.12.2014 erfolgreich beendet.
450,P_manually,,zwischenbericht,Wegen den guten Ergebnissen macht die GWW Sindelfingen jetzt weiter.,"Während der Nachhaltigkeitsphase wurde das Teilhabeprojekt auf Grund seiner guten und positiven Ergebnisse in der GWW Sindelfingen in einen neuen Arbeitsbereich „Fahrzeugrestauration“, angegliedert an den Arbeitsbereich Metall, überführt. Im Bereich der Metallqualifikation ist der Bildungsrahmenplan für das Berufsbild „Fachkraft für Metalltechnik“ ausgearbeitet und in Anwendung. Die IHK Stuttgart hat den ausgearbeiteten 1. Qualifizierungsbaustein bereits anerkannt. In Schulungen, Übungswerkstücken und Projektarbeiten werden theoretische und praktische Qualifizierungsinhalte vermittelt."
451,P_manually,,zwischenbericht,Es gibt einen neuen Arbeits-Bereich: die Fahrzeug-Restaurierung,"Im Arbeitsbereich Restauration und Mechanik finden berufliche Praxen/Praktika, bei Eignung und Neigung auch GWW-extern, statt. Die Auftragslage ist gut. Neben Komplettrestaurationen werden auch einzelne Reparaturaufträge durchgeführt. Auch der GWW eigene Porsche Diesel, Typ AP 22, ist komplett restauriert."
452,P_manually,,zwischenbericht,,Interessierte Personen mit Vermittlungshemmnissen können jederzeit mit uns Kontakt aufnehmen.
453,P_manually,,zwischenbericht,,"Projektbericht anzeigen (PDF, 3,6 MB)"
454,P_manually,,zwischenbericht,Restaurationsaufträge,Restaurationsaufträge
455,P_manually,,zwischenbericht,,"Auf dieser Seite stellen wir Ihnen neue Fahrzeugrestaurationen vor, die in der nachhaltigen Übernahme des Projektinhalts in der Restaurationswerkstatt der GWW in Sindelfingen umgesetzt werden."
456,P_manually,,zwischenbericht,Ein alter Porsche Diesel-Schlepper ist Im Werk Sindelfingen angekommen.,"Rechts sehen Sie ein Beispiel, wie die alten Porsche Schlepper vor der Renovierung und wie ein frisch durch die GWW-Mitarbeiter renovierter Porsche Schlepper (hier AP 22) aussieht. Porsche Diesel Restaurierung 08/2016 Neuer alter Porsche Diesel Schlepper im Werk Sindelfingen eingetroffen - Restauriertes Fahrzeug geht anschließend ans Porsche Museum Die Mitarbeiter und Fachkräfte des Restaurations-Bereichs des GWW-Werk Sindelfingen konnten in Zuffenhausen ihren nächsten alten Porsche Diesel abholen."
457,P_manually,,zwischenbericht,"Wenn er restauriert ist, kommt er ins Porsche-Museum.",Nach der fachmännischen Restaurierung soll das Fahrzeug als Ausstellungsstück in unterschiedlichen Ausstellungen im Porsche Museum zum Einsatz kommen.
458,P_manually,,zwischenbericht,,"Aufgrund der Erfahrung bei der Restaurierung der bisherigen Schlepper sind wir zuversichtlich, dass das Museum ein Top-Ausstellungsobjekt aus den Händen der GWW-Werkstatt erhalten wird."
459,P_manually,,zwischenbericht,Projektbeschreibung,Projektbeschreibung
460,P_manually,,zwischenbericht,Die GWW führt ein Chorprojekt durch. Das Chorprojekt ist im Lutherjahr 2017. Alle sollen mitmachen können:,Die Freude am Singen und Musizieren steht im Mittelpunkt des inklusiven Chorprojekts im Reformationsjahr – Lutherjahr – 2017.
461,P_manually,,zwischenbericht,"Menschen mit und ohne Behinderungen, Mitarbeiter von GWW, Freunde und Förderer von GWW, Gemeinde-Mitglieder von Dekanatsgemeinden Herrenberg,","Menschen mit und ohne Behinderungen, Beschäftige der GWW, Freunde und Förderer der GWW, Gemeindemitglieder der Dekanatsgemeinden Herrenberg, Böblingen, Calw und Nagold wirken nach ihren individuellen Fähigkeiten im inklusiven Chor mit."
462,P_manually,,zwischenbericht,"Böblingen,",
463,P_manually,,zwischenbericht,"Calw und Nagold Alle, die Freude am Singen und Musik machen haben: - Man kann mitsingen.",Alle sind willkommen - Sängerinnen und Sänger und/oder verbale oder non verbale Mitwirkende. Jede und jeder kann sich individuell einbringen durch:
464,P_manually,,zwischenbericht,- Man kann sich zur Musik bewegen. - Man kann mit einfachen Instrumenten begleiten.,aktives Mitsingen Begleitung des Chors durch einfache Körperbewegung Begleitung des Chors mit einfachen Rhythmusinstrumenten
465,P_manually,,zwischenbericht,,"Musizieren in einer inklusiven Gemeinschaft überwindet Barrieren, schafft Vertrauen und verbindet Menschen mit und ohne Behinderungen."
466,P_manually,,zwischenbericht,Zielgruppe,Zielgruppe
467,P_manually,,zwischenbericht,"Menschen mit und ohne Behinderungen, Beschäftige der GWW, Freunde und Förderer der GWW, bürgerschaftlich Engagierte und Mitglieder der Dekanatsgemeinden Herrenberg, Böblingen, Calw und Nagold.","Menschen mit und ohne Behinderungen, Beschäftige der GWW, Freunde und Förderer der GWW, bürgerschaftlich Engagierte und Mitglieder der Dekanatsgemeinden Herrenberg, Böblingen, Calw und Nagold."
468,P_manually,,zwischenbericht,Projektziel,Projektziel
469,P_manually,,zwischenbericht,Die Luther-Reise hat als inklusive Bildungs-Reise für,Förderung der Teilhabe
470,P_manually,,zwischenbericht,Menschen mit Behinderung folgenden Zwecken gedient:,Menschen mit Behinderungen wirken aktiv im musikalischen Gesellschaftsleben mit Projektphasen
471,P_manually,,zwischenbericht,der Teilhabe am kulturellen und öffentlichen Leben dem Recht auf unabhängige Lebensführung dem Recht auf Bildung und lebenslanges Lernen,"Anlässlich des Reformationsjubiläums werden im Gottesdienst in der Böblinger Stadtkirche am Sonntag, 29.10. um 10 Uhr Lieder aus einem Luthermusical aufgeführt."
472,P_manually,,zwischenbericht,der Einbeziehung in unsere Gemeinschaft,Neben dem inklusiven Projektchor der GWW wirken Instrumentalisten aus Holzgerlingen und Umgebung an der Gestaltung des Gottesdienstes mit.
473,P_manually,,zwischenbericht,Beschreibung der Situation,Situationsbeschreibung
474,P_manually,,zwischenbericht,"Mobilität ist wichtig für alle Menschen,",Für eine gleichberechtigte Teilhabe am gesellschaftlichen Leben und im gesamten Sozialraum ist die Mobilität für Menschen mit Behinderungen unabdingbar.
475,P_manually,,zwischenbericht,besonders für Menschen mit Behinderung.,"Menschen mit Behinderungen, die an Hilfsmittel bzw. an Mobilitätshilfen (Fahrdienste usw.) angewiesen sind, befinden sich in einer Abhängigkeit."
476,P_manually,,zwischenbericht,"Mobilität heißt, gut von Ort zu Ort zu kommen.","Der Mensch mit Behinderung, der nicht mobil ist, kann nicht selbstbestimmt und selbstständig zu jederzeit am gesellschaftlichen Leben teilnehmen bzw. sich im Sozialraum frei bewegen. Projektvorhaben"
477,P_manually,,zwischenbericht,"Damit Menschen mit Behinderung gut am Alltag teilhaben können,","Mit diesem Projekt, der Konstruktion des behinderten- und bedarfsgerechten Elektrobikes, bieten wir die Möglichkeit, dass Menschen mit Behinderungen eine größtmögliche Unabhängigkeit und Selbstbestimmtheit erleben und leben können."
478,P_manually,,zwischenbericht,müssen sie mobil sein.,Mit dieser neuen Mobilität schaffen wir neue Zugänge für die Teilhabe in unterschiedlichsten Bereichen im Sozialraum.
479,P_manually,,zwischenbericht,"Menschen mit Behinderung, die nicht mobil sind, können nur schwer am sozialen Leben teilhaben. Beschreibung des Projektes","Durch die neue Mobilität und gleichberechtigte Teilhabe am gesellschaftlichen, kulturellen und sozialen Leben erreichen wir eine größtmögliche Sensibilisierung der Gesellschaft für die Belange der Menschen mit Behinderung und tragen dazu bei, dass vorhandene „Denk-Barrieren“ in den Köpfen der „gesunden“ Menschen abgebaut werden."
480,P_manually,,zwischenbericht,In diesem Projekt entwickeln Menschen mit Behinderung zusammen mit Fachkräften Elektro-Fahrräder.,"Das bedarfs- und behindertengerechte Elektro-Bike wird gemeinsam von Menschen mit Behinderungen mit Konstrukteuren und Technikern entwickelt, mit dem Ziel, die eigene und selbstständige Mobilität zu erlangen, um am sozialen, kulturellen und gesellschaftlichen Leben am Wohnort ungehindert und gleichberechtigt teilhaben zu können."
481,P_manually,,zwischenbericht,Die Elektro-Fahrräder sollen zu den Menschen mit Behinderung passen.,"Die neue inklusive Elektromobilität für Menschen mit Behinderungen wird diese in die Lage versetzen, eigenständig und selbstbestimmt die Dinge des täglichen Lebens, wie Einkäufe, Besorgungen, Arztbesuche, Besuche von kulturellen Angeboten, Teilnahme an Freizeitaktivitäten jederzeit alleine und ohne fremde Hilfe durchzuführen. Das XCYC Balance gewinnt den Green Product Award 2022 in der Kategorie Best of Mobility."
482,P_manually,,zwischenbericht,"Das Projekt ist inklusiv, das heißt,","Der international ausgeschriebene Green Product Award kürt jährlich Produkte und Dienstleistungen, die besonders nachhaltig, herausragend designt und innovativ sind. Lesen Sie hier mehr. Zielgruppe"
483,P_manually,,zwischenbericht,bei allen Schritten sind Menschen mit Behinderung beteiligt.,Menschen mit unterschiedlichen Behinderungen einer Behinderung Mehrfachbehinderung
484,P_manually,,zwischenbericht,Fachkräfte unterstützen das Projekt.,körperlicher Behinderung psychischer Behinderung sinnesbezogener Behinderung
485,P_manually,,zwischenbericht,Schritte des Projekts,geistiger Behinderung Ziele des Projektes
486,P_manually,,zwischenbericht,Die Wünsche an ein passendes Elektro-Fahrrad werden ermittelt und ausgewertet.,Förderung der Mobilität der Menschen mit Behinderungen anhand eines neu konstruierten und zur Serienreife gebrachten Elektrobikes Evaluation bzw. Ermittlung der Bedarfe und Wünsche der Menschen mit Behinderungen an ein geeignetes Elektro-Bike durch Peer-Experten (die Peer-Experten sind qualifizierte nueva-Evaluatoren/innen (Menschen mit Behinderung).
487,P_manually,,zwischenbericht,"Ein Prototyp, also ein erstes Modell von dem Fahrrad, wird geplant und gebaut.",Planung und Konstruktion des bedarfs- und behinderten gerechten Elektrobikes: Menschen mit Behinderungen arbeiten als Peer-Experten von Anfang an intensiv im Projekt mit Bau des Prototyps (gemeinsam mit Menschen mit Behinderung):
488,P_manually,,zwischenbericht,Menschen mit Behinderungen testen das Elektro-Fahrrad,"Menschen mit Behinderungen testen das Elektrobike auf Tauglichkeit, Bedienung, Fahreigenschaften usw."
489,P_manually,,zwischenbericht,Der Prototyp wird laufend verbessert und angepasst,Prototyp wird kontinuierlich verbessert und den ermittelten Bedarfen und Bedürfnissen der Menschen mit Behinderungen angepasst. Prototyp wird zur Serienreife weiterentwickelt.
490,P_manually,,zwischenbericht,an die Bedürfnisse der Menschen mit Behinderungen.,"Für die Nachhaltigkeit ist nach Projektbeendigung und Erlangung der Serienreife des konstruierten, behinderten- und bedarfsgerechten E-Bikes beabsichtigt, diese E-Bikes entweder in einem Inklusionsunternehmen, z.B. Femos GmbH in Gärtringen oder in der GWW-eigenen Werkstatt für Menschen mit Behinderung dauerhaft zu produzieren."
491,P_manually,,zwischenbericht,Der Prototyp wird bis zur Serien-Reife weiter entwickelt.,"Die Werbung, Marketing und Verkauf wird direkt über die bestehenden Vertriebskanäle (z.B.: Direktvertrieb, Onlinevertrieb und bestehendes Händlernetz für die Lasten-E-Bikes und Spezialräder) erfolgen. Wirkung Die bedarfs- und behindertengerechte Mobilität fördert und stärkt für Menschen mit Behinderung die gleichberechtigte Teilhabe am sozialen, gesellschaftlichen und kulturellen Leben im Sozialraum Förderung und Stärkung der Unabhängigkeit und Selbstständigkeit der Menschen mit Behinderung"
492,P_manually,,zwischenbericht,Das Projekt wird gefördert durch die Aktion Mensch,Sensibilisierung des öffentlichen Bewusstseins für die Belange der Menschen mit Behinderung Projektförderung Das Teilhabeprojekt wird gefördert durch Aktion Mensch.
493,P_manually,,zwischenbericht,und von der Stiftung Zenit.,Das Projekt wird unterstützt durch die Stiftung Zenit.
494,P_manually,,zwischenbericht,"Vision Eine Vision ist ein Ziel, das man erreichen will. Wir möchten, dass alle Menschen am Leben teilhaben können. Menschen mit Behinderung und Menschen ohne Behinderung.",Unser Leitbild ist Ausdruck unserer gemeinsamen Werte.
495,P_manually,,zwischenbericht,Alle sollen einen schönen Arbeitsplatz haben.,
496,P_manually,,zwischenbericht,"Alle sollen lernen können. Alle sollen wohnen, wie sie möchten. Alle sollen auch mit anderen Menschen Zeit verbringen können. Wir unterstützen Menschen dabei.",Es prägt unser Denken und Handeln und ist für uns alle verbindlich.
497,P_manually,,zwischenbericht,Wir reden nicht nur davon.,
498,P_manually,,zwischenbericht,Wir tun es. Wir arbeiten dafür mit Firmen zusammen. Wir arbeiten dafür mit Ämtern zusammen. Wir wollen einen freundlichen Umgang miteinander.,Wir richten unser ganzes Unternehmen danach aus.
499,P_manually,,zwischenbericht,Mission,Vision
500,P_manually,,zwischenbericht,"Eine Mission ist das, was man tun will. Alle Wünsche sind uns wichtig. Wir unterstützen Menschen mit Behinderung. Gemeinsam versuchen wir, Ziele zu erreichen.",Gleichberechtigte Teilhabe am täglichen Leben ist für alle Menschen selbstverständlich.
501,P_manually,,zwischenbericht,"Beide Seiten tragen ihren Teil dazu bei. Wir helfen Menschen dann, wenn sie unsere Hilfe brauchen. Wir helfen Menschen, Leben zu gestalten.",Wir fördern das durch unser Tun und leben Teilhabe vor.
502,P_manually,,zwischenbericht,"Dann nennen wir sie Kunden. Wir bieten den Menschen in der GWW viele Möglichkeiten. Jeder kann ausprobieren, was Spaß macht. Man kann Dinge finden, die Spaß machen.",Dafür unterstützen wir die Fähigkeiten aller Menschen in der GWW und gestalten eine partnerschaftliche Zusammenarbeit mit unseren Wirtschaftskunden und Leistungsträgern.
503,P_manually,,zwischenbericht,"Und man kann Dinge finden, die eine Herausforderung sind.",Mission
504,P_manually,,zwischenbericht,"Wir haben außer Menschen mit Behinderung noch zwei weitere Kunden. Leistungsträger sind auch unsere Kunden. Zum Beispiel die Arbeitsagentur oder andere Geldgeber. Leistungsträger geben uns Geld,","Im Mittelpunkt unseres Handelns stehen die internen Kunden mit ihren Wünschen, ihrem Willen und ihren Fähigkeiten."
