,Source,link_leicht,URL,sents_leicht,sents_standard
499,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,​​​​Die Fähre Linie 62 ist sehr beliebt. Die Fähre ist von der HADAG . Die Fähre gehört zum HVV.,Die meistgenutzte Fähre Hamburgs Die HADAG Linie 62 ist die wahrscheinlich beliebteste Linie der HADAG-Hafenfähren und ihre Fahrgastzahlen wachsen stetig.
500,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Mit einer Fahrkarte vom HVV kann man mit der Fähre fahren. Die Menschen fahren mit der Linie 62: Zur Arbeit. Oder um schnell auf die andere Seite von der Elbe zu kommen.,"Für Pendler ist sie als Teil des hvv eine wichtige Transportmöglichkeit, um schnell und günstig auf die andere Seite der Elbe zu gelangen."
501,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Oder als Hafenrundfahrt.,Für Touristen ist sie auch als kostengünstige Alternative zur klassischen Hafenrundfahrt beliebt.
502,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Die schöne Fahrt die Elbe entlang,Malerische Route elbabwärts
503,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Die Fahrt geht los an der Brücke 3 an den Landungsbrücken. Das ist ein Teil vom Hafen. Es gibt viele Sehenswürdigkeiten auf der Fahrt: Zum Beispiel:,Die malerische Route führt ab der Brücke 3 an den Landungsbrücken die Elbe hinab und hält dabei an vielen beliebten Sehenswürdigkeiten an.
504,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Der Fisch-Markt. Das Cruise Center Altona. Das ist ein Hafen für Kreuzfahrt-Schiffe. Das Dockland.,"Nach den Landungsbrücken ist der erste Halt am berühmten Fischmarkt , führt dann weiter flussabwärts zum Cruise Center Altona und dem Dockland ."
505,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Das ist ein Haus. Das Haus sieht aus wie ein Schiff. Nach dem Dockland fährt die die Fähre zum Museumshafen Övelgönne. Dort gibt es einen Strand.,"Als nächstes hält die Fähre am Museumshafen Övelgönne , von wo aus der Elbstrand zum Sonnen, Spazierengehen und Schiffe gucken einlädt."
506,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Man kann dort spazieren gehen.,
507,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Und Schiffe gucken. Danach fährt die Fähre auf die andere Seite von der Elbe: Nach Finkenwerder. Danach fährt die Fähre wieder zurück.,"Danach kreuzt die Fähre die Elbe und hält auf der anderen Seite in Finkenwerder an, von wo aus sie ihre Rückfahrt flussaufwärts antritt."
508,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Die Linie 62 ist wie eine Hafenrundfahrt Es gibt extra Fähren für Hafenrundfahrten. Die Fähre Linie 62 ist keine richtige Hafenrundfahrt: Aber man kann viel sehen auf der Fahrt. Zum Beispiel:,Kleine Hafenrundfahrt für wenig Geld
509,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Die großen Container-Schiffe. Und Kreuzfahrt-Schiffe. Die Menschen können auch ihr Fahrrad mitnehmen: Auf die Fähre. Die Menschen können in Övelgönne aussteigen.,"Natürlich kann eine Fähre nicht das Gleiche bieten wie eine professionell begleitete Hafenrundfahrt, aber dennoch lohnt sich eine Tour mit der Linie 62. Vom Wasser aus können Fahrgäste nicht nur dicke Containerschiffe oder Kreuzfahrtriesen auf der Elbe beobachten , sondern sogar ihr Fahrrad mitnehmen und sich beispielsweise am Museumshafen Övelgönne absetzen lassen und gen Blankenese, Othmarschen oder Ottensen radeln."
510,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Und mit dem Fahrrad weiterfahren: Nach Blankenese. Oder nach Othmarschen.,"Wer ganz bis auf die andere Elbseite mitfährt, kann von dort aus in die Fährlinie 64 umsteigen und bis Teufelsbrück weiterfahren."
511,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Oder nach Ottensen. Sie fahren bis zur anderen Elb-Seite?,Zukünftig emissionsfrei auf der Elbe unterwegs
512,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Dann können Sie von dort aus die Fähre Linie 64 nehmen. Die Fähre Linie 64 fährt nach Teufelsbrück. Hier können Sie die Fahr-Pläne von der Linie 62 sehen: www.hadag.de/de/linien/62/,"Die Flotte der HADAG verfügt über 26 Fähren. Zur Flotte gehören Typschiffe aus den 60er Jahren, wie die MS Kirchdorf, aber auch die Flachschiffe Rafiki, Nala oder Reiherstieg."
513,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Info: Ein Computer hat diesen Text in Leichte Sprache übertragen.,"Mit einer umfassenden Abgasnachbehandlungsanlage, Rußpartikelfilter und SCR-Katalysatoren werden die Abgasemissionen der eingesetzten Fähren gesenkt. In Zukunft soll die Flotte der HADAG komplett emissionsfrei unterwegs sein."
514,P_hamburg,,http://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/16402628/linie-62-el-version/,Der Text ist nicht durch Menschen mit Behinderungen geprüft worden. Sie können hier dazu mehr lesen.,Fahrpläne der Linie 62
515,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Die Reeper-Bahn,
516,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Die Reeper-Bahn ist die berühmteste Straße in Hamburg. Es gibt viele Lokale und Bars und Clubs auf der Reeper-Bahn. Die Reeper-Bahn ist ein Ort: An dem viele Menschen am Abend feiern. So kommen Sie zur Reeper-Bahn,Hamburger Kiez
517,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Sie können mit der U3 fahren. Die Halte-Stelle ist St. Pauli. Sie können mit der S1 oder der S2 oder der S3 fahren. Die Halte-Stelle ist Reeperbahn.,Im Gegensatz zum Sprachgebrauch in Berlin gibt es für Hamburger nur einen Kiez: das Vergnügungsviertel im Stadtteil St. Pauli rund um die sündigste Meile der Welt.
518,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Der Hamburger Kiez,
519,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Der Hamburger Kiez ist rund um die Straße Reeper-Bahn.,
520,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Die Reeper-Bahn gehört dazu. Und die Straße Große Freiheit. Und der Hamburger Berg. Und der Hans-Albers-Platz.,"Der Hamburger Kiez besteht grob umrissen aus der Reeperbahn, der Großen Freiheit , dem Hamburger Berg und dem Hans-Albers-Platz – zumindest in Bezug auf das Ausgehen am Abend."
521,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Am Tag ist es eher ruhig in der Gegend.,Am Tag erscheint der Kiez eher ruhiger und lädt ins ein oder andere Café ein.
522,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Aber abends kommen viele Menschen in den Kiez.,Doch mit einsetzender Dämmerung werden die Reeperbahn und die angrenzenden Straßen und Plätze zum Leben erweckt: Einheimische und Touristen gleichermaßen besuchen dann das bekannteste Ausgehviertel der Stadt.
523,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Die Menschen feiern und tanzen und hören Musik.,"Leuchtende Schriftzüge blinken um die Wette, die angesagten Clubs öffnen und Pubs locken mit Live-Musik."
524,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Man sagt auch: Die Reeper-Bahn ist die sündigste Meile der Welt. Man sagt das: Weil es viele Sex-Arbeiterinnen und Sex-Arbeiter gibt auf der Reeper-Bahn.,"Je später der Abend, desto voller die Straßen und ausgelassener die Menschen. So ist es schwer vorzustellen, dass die historische Reeperbahn ursprünglich ein Ort der Ausgestoßenen vor den Stadttoren Hamburgs war."
525,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Die Beatles auf der Großen Freiheit,Die Beatles auf der Großen Freiheit
526,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Die Große Freiheit ist eine Seiten-Straße von der Reeper-Bahn. Die berühmten Beatles sind in Hamburg aufgetreten in Lokalen auf der Großen Freiheit. Beatles spricht man so: bie tels Die Beatles waren eine Musik-Band.,"In der Großen Freiheit, einer Seitenstraße zur Reeperbahn, wurde in den 1960er Jahren Musikgeschichte geschrieben, denn die Beatles hatten dort ihre ersten Auftritte."
527,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Viele Menschen sagen: Die Beatles waren eine von den besten Musik-Bands auf der Welt. Die Auftritte waren zwischen dem Jahr 1960 und dem Jahr 1962. Die Auftritte waren die ersten Auftritte von den Beatles. Man kann sagen: Die Karriere von den Beatles hat in Hamburg angefangen.,"Zuerst im Club Indra, der nach einigen Umbauten heute noch geöffnet ist, dann im immer noch existierenden Kaiserkeller in der Großen Freiheit 36 und im berühmten Star Club, an den nur noch eine Gedenktafel erinnert."
528,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Hamburg ist sehr stolz darauf. Hamburg hat darum einen Platz nach den Beatles benannt. Der Beatles-Platz sieht aus wie eine Schall-Platte.,Mit dem einer Schallplatte nachempfundenen Beatles-Platz wurde der britischen Band in der Einmündung zur Großen Freiheit ein Denkmal gesetzt. Bis Ende Juni 2012 wurde im Beatlemania Museum zudem an den Werdegang der Beatles erinnert.
529,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Das Lokal zur Ritze,Zur Ritze
530,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Das Lokal zur Ritze ist sehr alt. Das Lokal fällt auf zwischen den modernen Häusern auf der Reeper-Bahn.,"Eine der bekanntesten und ältesten Lokalitäten auf der Hamburger Reeperbahn ist die fensterlose, aber dennoch urige Kneipe Zur Ritze."
531,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Das Lokal gab es schon vor über 50 Jahren. Es gibt einen Box-Ring im Keller von dem Lokal. Menschen trainieren den Sport Boxen dort.,"In deren Keller hat sich der verstorbene Wirt Hanne Kleine Mitte der 70er Jahre einen eigenen Boxring einbauen lassen, da er früher selbst Boxer in der DDR-Nationalmannschaft war."
532,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Die Ritze ist ein sehr bekanntes Lokal.,Die Ritze ist ein letztes Überbleibsel des ursprünglichen St. Paulis und stellt einen augenscheinlichen Kontrast zu neueren Gebäuden in der Umgebung dar.
533,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Viele Menschen kommen hierher.,Der Großstadtrevier-Schauspieler Jan Fedder und die Travestiekünstlerin Olivia Jones sind langjährige Fans der Kneipe.
534,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Der Club Molotow Ein Club ist ein Lokal: Das erst spät abends aufmacht.,Molotow Ein über die Landesgrenzen hinaus bekannter Club ist das Molotow .
535,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Es gibt den Club Molotow schon lange.,"Zu den Bands, die – oft vor ihrem kommerziellen Durchbruch – im Molotow gespielt haben, zählen The White Stripes, Die Toten Hosen, The Hives, Bright Eyes, Wir sind Helden, Mando Diao und The Killers. Gegründet im Jahr 1990 in einem Laden innerhalb der Esso-Häuser am Spielbudenplatz, musste das Molotow im Dezember 2013 aufgrund von Einsturzgefahr des Gebäudekomplexes schließen."
536,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Der Club musste ein paar Mal umziehen.,"Konzerte und Veranstaltungen wurden ausgelagert, ein vorübergehendes Exil fand der Club an der Holstenstraße."
537,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Der Club ist heute am Nobis-Tor. Musik-Bands treten im Club Molotow auf. Sie können die Bands hören im Club Molotow.,"Im September 2014 bezog das Molotow die ehemaligen Räumlichkeiten der China Lounge am Nobistor, wo es bis zu der geplanten Rückkehr in einen Neubau am Spielbudenplatz residiert. Auf der Reeperbahn nachts um halb eins…"
538,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Viele bekannte Bands sind im Molotow aufgetreten.,Die Reeperbahn ist Dreh- und Angelpunkt des Hamburger Nachtlebens im Viertel von St. Pauli.
539,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Zum Beispiel: Die Toten Hosen und Wir sind Helden.,"Denn wie hat schon Hans Albers gesungen: ""Auf der Reeperbahn nachts um halb eins, ob du n' Mädel hast oder auch keins, amüsierst du dich, denn das findet sich, auf der Reeperbahn nachts um halb eins"". Auch Udo Lindenberg, der in Anlehnung an Hollywoods Walk of Fame als einziger Künstler einen Stern auf der langen Straße besitzt, besingt mit Jan Delay die Reeperbahn als ""geile Meile"". Dies sind nur zwei von vielen weiteren musikalischen Beispielen. Zudem ist Hamburgs bekannteste Straße Schauplatz in vielen Filmen, darunter ""Der letzte Lude"" aus dem Jahr 2003 und ""St. Pauli Nacht"" von 1998."
540,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Das Wachs-Figuren-Kabinett Panoptikum,"Die Filme ""Auf der Reeperbahn nachts um halb eins"" von 1954 und ""Große Freiheit Nr. 7"" aus dem Jahr 1944 gehören zu den Klassikern der Filmgeschichte. Erotik, Striptease und Burlesque Was die Reeperbahn von anderen Ausgehvierteln mit Bars und Diskotheken unterscheidet? Hier werden vor allem die Herren von Besitzern ganz gewisser Etablissements angesprochen und ins Ladeninnere eingeladen."
541,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Das Panoptikum ist am Spielbuden-Platz. Im Panoptikum können Sie große Figuren sehen.,"Leicht bekleidete Damen tanzen an den Stangen und versprechen dabei eine gute Show. Nachtclubs wie Susis Show Bar oder das Dollhouse sind Instanzen auf dem Hamburger Kiez, in dem sowohl Frauen als auch Männer strippen. Im The Bunny Burlesque St. Pauli auf der Großen Freiheit erlebt man die Kunst des Burlesque – das verspricht erotischen Tanz, Koketterie und viel Humor."
542,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Die Figuren sehen aus wie berühmte Personen . Zum Beispiel Angela Merkel oder Königin Elisabeth von England. Oder Harry Potter.,Prostituierte und die Herbertstraße
543,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Manche Figuren haben sehr aufwendige Kleider an.,In den Schaufenstern der Herbertstraße sitzen Frauen und bieten ihre Dienste an.
544,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Sie können so sehen: Diese Kleider haben Menschen früher getragen. Es gibt auch gruselige Figuren. Die Figuren sind zum Teil aus Wachs.,"Die Bordellstraße ist an beiden Enden mit Sichtblenden abgesperrt, nur zu Fuß durchlaufbar und der Zugang bleibt sowohl Minderjährigen als auch Frauen verwehrt. Außerdem stehen ebenfalls auffällig gekleidete Frauen an der Davidstraße, gegenüber der Davidwache , und am unteren Teil des Hans-Albers-Platzes."
545,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Darum heißt es Wachs-Figuren-Kabinett.,Wachsfigurenkabinett Panoptikum
546,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Es gibt immer wieder neue Figuren. Es gibt über 130 Figuren im Panoptikum. Die Ausstellung ist auf 3 Etagen.,"Im Panoptikum am Spielbudenplatz werden auf drei Etagen über 130 Figuren von historischen Persönlichkeiten in wertvollen Kostümen, internationale Berühmtheiten und Hamburger Stars in Wachs ausgestellt – darunter Elvis und Michael Jackson. Ebenso sind eine Gruselszene und ein sogenanntes medizinisch-historisches Kabinett vorhanden."
547,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Das Panoptikum ist die älteste Ausstellung von Wachs-Figuren in Deutschland. Das Panoptikum ist fast 150 Jahre alt.,Das Hamburger Panoptikum erinnert durch Ausstellungsfläche und Inszenierung an die Ursprünge der Wachsfigurenkabinette. Es ist Deutschlands ältestes und größtes Wachsfigurenkabinett.
548,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Das Panoptikum ist aus dem Jahr 1879. Friedrich Hermann Faerber hat das Panoptikum gegründet. Das Panoptikum gehört heute der Familie von Herrn Faerber.,Gegründet wurde es in 1879 von dem Holzbildhauer Friedrich Hermann Faerber und ist seitdem in Familienbesitz.
549,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Musicals und Theater auf der Reeper-Bahn,Musical und Theater auf der Reeperbahn
550,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Viele bekannte Musicals sind schon aufgeführt worden im Operetten-Haus.,Musicalbegeisterte kommen bei Vorstellungen im Operettenhaus auf ihre Kosten.
551,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Zum Beispiel: Cats. Das ABBA-Musical Mamma mia.,"Dort wurde bis 2001 das Musical ""Cats"" auf Deutsch uraufgeführt, das Abba-Musical ""Mamma Mia"" folgte von 2001 bis 2007."
552,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Sister Act.,"Anschließend spielte dort das Musical ""Ich war noch niemals in New York"" von Udo Jürgens, welches von ""Sister Act"" abgelöst wurde. Zwischen November 2012 und August 2015 wurde im Operettenhaus ""Rocky – fight from the heart"" gespielt."
553,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Im Moment gibt es das Musical: Liebe stirbt nie. Das ist die Fortsetzung vom Musical Phantom der Oper.,"Ab Oktober 2015 gibt es hier den ""Phantom der Oper""-Nachfolger ""Liebe stirbt nie"" zu sehen."
554,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Es gibt auch das Schmidt Theater. Manche Leute sagen auch Schmidts Tivoli zu dem Theater.,Theaterliebhaber sollten das Schmidt Theater oder Schmidts Tivoli aufsuchen.
555,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Sie können dort das Stück Heiße Ecke ansehen. Viele Leute haben das Stück gesehen seit dem Jahr 2003.,"Ein Dauerbrenner ist das Stück ""Heiße Ecke"", das erstmals in 2003 im Tivoli auf die Bühne gebracht worden ist."
556,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Das St. Pauli Theater ist ein anderes Theater auf der Reeper-Bahn. St. Pauli spricht man Sankt Pauli.,Auch das sich neben der Davidwache befindende St. Pauli Theater bietet eine weite Bandbreite an unterschiedlichen Inszenierungen.
557,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Das St. Pauli Theater ist das älteste Theater von Deutschland. Die Stadt Hamburg schützt das Theater besonders: Damit es für die Zukunft erhalten bleibt. Sie können viele verschiedene Stücke sehen im St. Pauli Theater,"Es ist das älteste Theater in Deutschland und nicht nur die Außenfassade, sondern auch der Zuschauerraum steht unter Denkmalschutz."
558,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Die Tanzenden Türme,Tanzende Türme
559,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Die Tanzenden Türme sind zwei moderne Hoch-Häuser. Die Hoch-Häuser gibt es seit dem Jahr 2012. Die Tanzenden Türme sind an der Reeperbahn 1. Die Hoch-Häuser sind nicht ganz gerade.,Im August 2012 eröffneten an der Reeperbahn 1 die Tanzenden Türme – auf der Fläche einer ehemaligen Bowlingbahn und des Tanzlokals Trichter.
560,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Manche Menschen erinnern die beiden Häuser an ein tanzendes Paar.,"Die Idee hinter dem Entwurf der geknickten Fassadenkonstruktion ist laut dessen Architekt Hadi Teherani eine Assoziation an ein Tango tanzendes Paar oder vielleicht auch an die X-Beine einer Prostituierten, die auf dem Kiez nach Freiern Ausschau hält."
561,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Nicht alle Menschen mögen die Hoch-Häuser. Viele Menschen sagen: Die Hoch-Häuser verändern die Gegend zu sehr.,Durch die moderne Architektur des Gebäudes und die daraus zu stark entstandene Veränderung des Viertels geriet das Projekt bei Anwohnern in Kritik.
562,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Oben auf den Hoch-Häusern ist ein Restaurant. Das Restaurant heißt Clouds. So spricht man das: klauds Clouds ist englisch und heißt Wolken.,Die Innenräume werden größtenteils als Büroflächen genutzt. Mit dem Reeperbahn Radio und dem Mojo Club im Erdgeschoss besitzt das Gebäude zudem zwei weitere Nutzungen.
563,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Sie können das Restaurant besuchen. Sie haben dann eine tolle Aussicht über die Reeper-Bahn und den Hafen.,Im obersten Stockwerk befindet sich das Clouds – ein Restaurant mit Bar und toller Aussicht über die Reeperbahn und den Hafen.
564,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Der St. Pauli Nacht-Markt,St. Pauli Nachtmarkt
565,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Der St. Pauli Nacht-Markt ist auf dem Spielbuden-Platz. Der St. Pauli Nacht-Markt ist an jedem Mittwoch.,Der St. Pauli Nachtmarkt auf dem Spielbudenplatz ist ein ganz besonderer Wochenmarkt.
566,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Er fängt um 16 Uhr nachmittags an. Er geht bis 22 Uhr nachts.,Denn er öffnet jeden Mittwoch von 16 bis 22 Uhr seine Pforten.
567,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Im Sommer geht er bis 23 Uhr nachts.,In den Sommermonaten sogar eine Stunde länger.
568,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Sie können Essen und Lebens-Mittel kaufen. Wie auf einem normalen Wochen-Markt. Sie können aber auch fertiges Essen kaufen.,"Somit haben auch diejenigen eine Chance auf frische und regionale Produkte, die die morgendlichen Wochenmärkte der Stadt nicht aufsuchen können."
569,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Oder einen Cocktail trinken. Es gibt auch Musik auf dem Markt. Sie können gemütlich der Musik zuhören und dabei etwas essen und trinken. Es gibt bequeme Liege-Stühle für die Besucher.,"Neben der Möglichkeit frisch zubereitete Gerichte zu kaufen, können die Besucher des Markts bei einem Cocktail entspannende Live-Musik in einem der Liegestühle genießen."
570,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Das Reeper-Bahn-Festival,Reeperbahn Festival
571,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Das Reeper-Bahn-Festival ist Ende September. Es gibt das Festival seit dem Jahr 2006.,Seit dem Jahr 2006 findet das mehrtägige Reeperbahn Festival gegen Ende September statt.
572,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Es gibt viele Konzerte und Veranstaltungen auf dem Festival.,Konzerte und Kunstveranstaltungen locken dabei immer viele Besucher an.
573,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Das Festival ist ein sehr wichtiges Ereignis in Europa. Viele Menschen kommen jedes Jahr zu Besuch. Es gibt noch andere große Veranstaltungen in Hamburg. Zum Beispiel:,Das Festival zählt zu den drei wichtigsten Treffpunkten der Musik- und Kreativwirtschaft auf europäischem Boden.
574,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,Der Schlagermove im Juli. So spricht man das: schlager muhf Die Harley Days.,"Weitere jährlich stattfindende Großveranstaltungen sind der Schlagermove Anfang Juli und die Harley Days , deren Route stets mit einer Fahrt über die Reeperbahn endet."
575,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,So spricht man das: har läi däis Das ist ein Treffen von Motorrad-Fahrern. Die Motorräder fahren am Ende vom Treffen die Reeper-Bahn entlang. ​​​ Wer hat den Text in Leichter Sprache gemacht?,Weitere Sehenswürdigkeiten
576,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15627830/reeperbahn/,"Büro für Leichte Sprache Köln E-Mail: info@leichte-sprache.koeln Kirsten Scholz hat den Text in Leichter Sprache geschrieben und die Bilder gemalt. Dirk Stauber, Sandra Mambrini und Wolfgang Klein haben den Text auf Leichte Sprache geprüft.",Reeperbahn | HafenCity | Speicherstadt | Fischmarkt | Mönckebergstraße | Alster | Jungfernstieg | Elbe | Landungsbrücken | Rathaus | Deichstraße | Krameramtsstuben | Planten und Blomen | Chilehaus | Fernsehturm | Alter Elbtunnel | Elbphilharmonie | Stadtpark Hamburg | Planetarium | Treppenviertel | Rickmer Rickmers | Hamburger Flughafen | Michel | Cap San Diego | Schanzenviertel
577,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15623926/musical-shuttle/,So kommen Sie mit dem Boot zum König der Löwen Sie können das Musical König der Löwen im Theater am Hafen besuchen.,Stage Theater im Hafen 3) 14ct/min aus dem deutschen Festnetz.
578,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15623926/musical-shuttle/,Sie können mit einem Boot zum Theater fahren.,Mobilfunkpreise können abweichen.
579,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/freizeit/15623926/musical-shuttle/,Sie fahren mit dem Boot von den Landungs-Brücken zum Theater.,Kassenöffnungszeiten
